,cfga,cfgm,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd
AlFarouq Aminu,2.2941176470588234,1.0823529411764705,1.3410588235294116,4.172823529411765,24.741176470588236,17.847058823529412,0.2235294117647059,0.07058823529411765,1.2352941176470589,2.8,1.5909090909090908
Al Horford,5.459183673469388,3.0918367346938775,1.9287755102040811,3.7499999999999996,55.51020408163265,40.214285714285715,0.7448979591836735,0.2653061224489796,3.4693877551020407,6.979591836734694,3.6559139784946235
Kyle O'Quinn,1.6417910447761195,0.9701492537313433,0.8035820895522389,2.988208955223881,23.82089552238806,18.26865671641791,0.19402985074626866,0.14925373134328357,1.5522388059701493,3.1791044776119404,2.2127659574468086
James Johnson,3.632911392405063,2.3417721518987342,1.195569620253165,3.744430379746836,21.88607594936709,14.481012658227849,0.21518987341772153,0.11392405063291139,1.1772151898734178,2.2911392405063293,1.5245901639344261
Amir Johnson,5.160493827160494,2.9753086419753085,1.7375308641975313,3.9392592592592592,42.24691358024691,32.617283950617285,0.49382716049382713,0.1728395061728395,3.382716049382716,6.45679012345679,3.4683544303797467
Chris Kaman,4.541176470588235,2.3058823529411763,1.111882352941176,3.583764705882355,28.058823529411764,18.67058823529412,0.24705882352941178,0.03529411764705882,2.929411764705882,5.564705882352941,3.32
Ersan Ilyasova,3.0476190476190474,1.4404761904761905,1.181309523809524,3.057142857142858,28.678571428571427,19.36904761904762,0.21428571428571427,0.05952380952380952,1.6904761904761905,3.261904761904762,2.3278688524590163
OJ Mayo,4.636363636363637,1.875,1.4210227272727272,3.5620454545454536,29.943181818181817,18.15909090909091,0.6022727272727273,0.375,0.6363636363636364,1.2045454545454546,0.9655172413793104
Brian Roberts,2.402439024390244,1.0121951219512195,1.1637804878048776,3.798048780487807,37.08536585365854,28.79268292682927,0.7073170731707317,0.0975609756097561,0.32926829268292684,0.5975609756097561,0.8709677419354839
JR Smith,4.161904761904762,1.619047619047619,1.7022857142857153,3.4086666666666665,38.49523809523809,26.419047619047618,0.41904761904761906,0.17142857142857143,0.638095238095238,1.2,1.098360655737705
Jason Smith,2.9146341463414633,1.1829268292682926,1.517682926829268,4.144512195121951,41.13414634146341,30.853658536585368,0.4024390243902439,0.12195121951219512,1.9390243902439024,3.902439024390244,2.1486486486486487
Manu Ginobili,3.9146341463414633,1.9146341463414633,1.4376829268292688,3.864999999999999,42.8780487804878,29.902439024390244,1.146341463414634,0.3780487804878049,0.5609756097560976,1.048780487804878,0.92
Reggie Jackson,7.2073170731707314,3.341463414634146,1.8874390243902448,3.841463414634146,65.63414634146342,45.9390243902439,1.2195121951219512,0.36585365853658536,1.1585365853658536,2.1707317073170733,1.4179104477611941
Leandro Barbosa,2.792079207920792,1.316831683168317,0.872178217821782,3.7540594059405943,18.81188118811881,12.534653465346535,0.2871287128712871,0.10891089108910891,0.32673267326732675,0.48514851485148514,1.1
Courtney Lee,3.4831460674157304,1.5280898876404494,2.1457303370786516,4.163258426966293,40.96629213483146,29.921348314606742,0.6741573033707865,0.3258426966292135,0.651685393258427,1.101123595505618,1.0175438596491229
Luol Deng,5.666666666666667,2.9358974358974357,2.1698717948717947,3.8744871794871787,41.23076923076923,27.346153846153847,0.3717948717948718,0.16666666666666666,1.794871794871795,3.0641025641025643,2.1875
Jordan Hill,4.573170731707317,2.292682926829268,1.5021951219512195,3.361341463414634,40.15853658536585,27.548780487804876,0.23170731707317074,0.14634146341463414,3.5609756097560976,6.402439024390244,4.231884057971015
Eric Bledsoe,6.170731707317073,2.8780487804878048,2.3109756097560976,4.009146341463416,77.8780487804878,56.23170731707317,0.975609756097561,0.3902439024390244,1.3048780487804879,2.4146341463414633,1.4861111111111112
Zaza Pachulia,3.272727272727273,1.4659090909090908,1.365681818181818,3.498977272727273,33.36363636363637,23.386363636363637,0.6136363636363636,0.2159090909090909,2.772727272727273,5.1477272727272725,3.210526315789474
Josh Smith,6.77,3.04,1.6983000000000004,3.7919000000000005,49.61,32.65,0.51,0.39,2.99,6.51,3.0202020202020203
Jamal Crawford,7.9,3.0,1.6855,3.7811250000000007,40.775,23.5875,0.5125,0.275,0.5625,0.825,1.0227272727272727
Joe Ingles,1.1341463414634145,0.4024390243902439,1.4373170731707319,4.090121951219512,33.646341463414636,26.9390243902439,0.5487804878048781,0.2682926829268293,0.4878048780487805,0.8780487804878049,0.8888888888888888
Khris Middleton,5.329545454545454,2.477272727272727,2.0504545454545453,4.012840909090909,42.14772727272727,27.897727272727273,0.6363636363636364,0.29545454545454547,1.125,2.0568181818181817,1.434782608695652
Jon Leuer,1.5108695652173914,0.7608695652173914,0.6649999999999999,3.2074999999999996,15.804347826086957,11.66304347826087,0.16304347826086957,0.043478260869565216,0.9347826086956522,1.7065217391304348,1.72
Kentavious CaldwellPope,5.759036144578313,2.2771084337349397,2.2530120481927707,4.283012048192771,38.0722891566265,23.289156626506024,0.5060240963855421,0.1927710843373494,1.0240963855421688,1.5783132530120483,1.2878787878787878
DeAndre Jordan,5.052083333333333,3.3854166666666665,2.202708333333334,3.8385416666666665,48.65625,38.645833333333336,0.5625,0.0625,4.260416666666667,8.802083333333334,4.3052631578947365
Jordan Clarkson,4.402439024390244,1.975609756097561,1.3119512195121952,3.1579268292682925,38.81707317073171,27.853658536585368,0.4024390243902439,0.18292682926829268,0.8048780487804879,1.451219512195122,1.5348837209302326
Goran Dragic,7.222222222222222,3.802469135802469,2.392962962962963,4.245679012345678,67.30864197530865,48.81481481481482,0.8271604938271605,0.5185185185185185,1.0493827160493827,2.0,1.2318840579710144
Stephen Curry,8.320388349514563,3.912621359223301,2.432135922330097,4.280291262135924,81.41747572815534,55.85436893203884,1.7766990291262137,0.6796116504854369,0.6213592233009708,1.4368932038834952,0.8533333333333334
Chris Copeland,2.051948051948052,0.7272727272727273,0.713896103896104,2.4832467532467533,15.363636363636363,9.64935064935065,0.15584415584415584,0.07792207792207792,0.5324675324675324,0.961038961038961,1.2424242424242424
Miles Plumlee,2.359550561797753,1.146067415730337,0.9423595505617977,3.475730337078652,19.224719101123597,14.955056179775282,0.12359550561797752,0.02247191011235955,2.5730337078651684,5.033707865168539,3.2253521126760565
Tim Hardaway,4.37037037037037,1.654320987654321,1.4219753086419755,3.5681481481481487,38.98765432098765,27.135802469135804,0.35802469135802467,0.13580246913580246,0.7407407407407407,1.5308641975308641,1.1538461538461537
Isaiah Thomas,7.014084507042254,2.8450704225352115,1.7304225352112679,3.9873239436619707,61.028169014084504,41.74647887323944,0.7183098591549296,0.23943661971830985,0.4507042253521127,0.8028169014084507,0.7804878048780488
Wesley Johnson,4.036585365853658,1.5365853658536586,1.825853658536585,3.700365853658537,31.926829268292682,21.036585365853657,0.2926829268292683,0.10975609756097561,1.024390243902439,1.8780487804878048,1.3770491803278688
Kelly Olynyk,3.536231884057971,1.8840579710144927,1.5075362318840588,4.184782608695652,44.46376811594203,33.34782608695652,0.463768115942029,0.07246376811594203,2.4782608695652173,4.72463768115942,2.514705882352941
Steven Adams,4.736111111111111,2.4722222222222223,1.677638888888889,3.9972222222222222,34.166666666666664,25.180555555555557,0.3888888888888889,0.041666666666666664,3.1944444444444446,6.541666666666667,3.2857142857142856
David West,3.8292682926829267,1.7682926829268293,1.391341463414634,2.9139024390243895,48.170731707317074,36.451219512195124,0.47560975609756095,0.2682926829268293,1.5853658536585367,3.0,2.1311475409836067
Pablo Prigioni,0.6666666666666666,0.24242424242424243,1.1482828282828281,3.8537373737373737,33.484848484848484,28.19191919191919,0.5656565656565656,0.15151515151515152,0.5050505050505051,0.898989898989899,0.9803921568627451
Rajon Rondo,4.549295774647887,1.9859154929577465,2.022957746478873,4.130422535211268,78.98591549295774,62.7887323943662,0.971830985915493,0.7605633802816901,0.8591549295774648,1.4788732394366197,1.1090909090909091
Kyle Singler,2.073170731707317,0.6951219512195121,1.6281707317073173,4.460853658536587,28.024390243902438,20.9390243902439,0.24390243902439024,0.08536585365853659,1.4268292682926829,2.8292682926829267,1.7205882352941178
Gary Neal,4.776119402985074,1.7313432835820894,1.2086567164179103,3.2840298507462697,28.880597014925375,18.47761194029851,0.26865671641791045,0.16417910447761194,0.582089552238806,0.9402985074626866,1.1470588235294117
LaMarcus Aldridge,10.156626506024097,4.795180722891566,2.068313253012048,3.467228915662649,58.54216867469879,34.59036144578313,0.6144578313253012,0.10843373493975904,2.566265060240964,5.759036144578313,2.84
Rodney Stuckey,5.69620253164557,2.4177215189873418,1.5916455696202532,3.622025316455696,43.177215189873415,29.10126582278481,0.620253164556962,0.22784810126582278,0.620253164556962,1.1518987341772151,0.9245283018867925
Beno Udrih,3.1847826086956523,1.5326086956521738,1.3621739130434782,4.36,45.23913043478261,35.52173913043478,0.7391304347826086,0.2391304347826087,0.6304347826086957,1.076086956521739,1.0545454545454545
Omri Casspi,3.628205128205128,1.7179487179487178,1.3015384615384618,3.7093589743589734,29.564102564102566,20.794871794871796,0.24358974358974358,0.16666666666666666,1.205128205128205,1.935897435897436,1.5932203389830508
Nene Hilario,4.413793103448276,2.413793103448276,1.443448275862069,3.430919540229885,35.747126436781606,24.149425287356323,0.4827586206896552,0.2413793103448276,1.9195402298850575,3.6551724137931036,2.287671232876712
Chris Paul,6.308510638297872,2.8191489361702127,2.292021276595745,3.9062765957446803,94.02127659574468,69.96808510638297,2.7872340425531914,0.9787234042553191,0.8191489361702128,1.4680851063829787,1.1159420289855073
Marcus Smart,3.4324324324324325,1.4054054054054055,1.7813513513513506,4.003918918918919,44.148648648648646,33.729729729729726,0.8378378378378378,0.25675675675675674,0.8513513513513513,1.7027027027027026,1.1886792452830188
Kemba Walker,9.238095238095237,3.4285714285714284,2.355555555555556,4.1288888888888895,90.61904761904762,67.46031746031746,1.5238095238095237,0.5555555555555556,1.380952380952381,2.5873015873015874,1.5263157894736843
Channing Frye,1.5185185185185186,0.5432098765432098,1.464814814814815,3.5414814814814823,45.22222222222222,37.44444444444444,0.24691358024691357,0.13580246913580246,2.7037037037037037,5.209876543209877,3.0416666666666665
JJ Barea,3.9146341463414633,1.6951219512195121,1.365365853658537,4.449512195121951,43.670731707317074,32.6219512195122,0.5365853658536586,0.5609756097560976,0.4268292682926829,0.7439024390243902,0.875
Tyreke Evans,9.418604651162791,4.1395348837209305,2.166627906976744,3.8341860465116273,72.09302325581395,50.51162790697674,0.813953488372093,0.6976744186046512,1.6744186046511629,2.953488372093023,1.8227848101265822
Mike Conley,6.275,2.725,2.1571250000000015,4.093125,77.7375,59.0375,1.5875,0.6375,0.95,1.6125,1.3103448275862069
Alan Anderson,3.102272727272727,1.5,1.4512499999999997,3.6834090909090915,23.806818181818183,16.079545454545453,0.23863636363636365,0.25,0.8181818181818182,1.4204545454545454,1.0909090909090908
Jeff Teague,6.861702127659575,3.074468085106383,1.9134042553191495,3.712234042553191,72.07446808510639,52.159574468085104,1.627659574468085,0.5425531914893617,0.4574468085106383,0.7659574468085106,1.048780487804878
Kirk Hinrich,2.1298701298701297,0.7402597402597403,1.6822077922077925,4.39948051948052,36.246753246753244,28.38961038961039,0.7012987012987013,0.2077922077922078,0.7272727272727273,1.4285714285714286,1.018181818181818
Evan Turner,5.186046511627907,2.186046511627907,1.8954651162790697,4.1355813953488365,63.7906976744186,48.883720930232556,1.0813953488372092,0.6395348837209303,1.8255813953488371,3.244186046511628,2.0128205128205128
Trevor Ariza,4.0606060606060606,1.5656565656565657,2.4283838383838376,4.019797979797979,55.292929292929294,40.666666666666664,0.7676767676767676,0.32323232323232326,1.1818181818181819,2.1515151515151514,1.4268292682926829
Cory Joseph,2.932584269662921,1.404494382022472,1.278539325842697,4.287191011235956,37.69662921348315,30.325842696629213,0.651685393258427,0.11235955056179775,0.6629213483146067,1.2247191011235956,1.1568627450980393
Monta Ellis,8.741176470588234,4.047058823529412,2.3316470588235303,4.107294117647059,63.294117647058826,39.65882352941176,1.0588235294117647,0.611764705882353,0.8588235294117647,1.7058823529411764,1.123076923076923
Lavoy Allen,1.858974358974359,0.9871794871794872,0.9123076923076923,3.170641025641025,23.128205128205128,17.91025641025641,0.3076923076923077,0.11538461538461539,1.435897435897436,2.948717948717949,1.9649122807017543
Zach LaVine,4.280487804878049,1.9146341463414633,1.6807317073170733,4.1330487804878056,52.951219512195124,39.109756097560975,1.0,0.524390243902439,0.9024390243902439,1.329268292682927,1.48
Mike Scott,2.5647058823529414,1.2117647058823529,1.0857647058823534,4.0237647058823525,25.470588235294116,17.88235294117647,0.3411764705882353,0.058823529411764705,0.8235294117647058,1.6,1.1666666666666667
Shelvin Mack,1.3888888888888888,0.5444444444444444,0.7703333333333332,3.1913333333333336,23.38888888888889,18.011111111111113,0.4,0.15555555555555556,0.3,0.5,0.8709677419354839
Jeff Green,6.933333333333334,3.111111111111111,2.034111111111111,3.9491111111111126,46.21111111111111,30.177777777777777,0.5222222222222223,0.17777777777777778,1.3111111111111111,2.611111111111111,1.4936708860759493
Donald Sloan,2.925925925925926,1.2098765432098766,0.9764197530864202,2.7643209876543207,35.160493827160494,27.876543209876544,0.6419753086419753,0.20987654320987653,0.32098765432098764,0.6419753086419753,1.0
Gorgui Dieng,4.320987654320987,2.1358024691358026,1.7265432098765432,3.427037037037037,35.93827160493827,25.469135802469136,0.43209876543209874,0.16049382716049382,5.061728395061729,9.08641975308642,5.694444444444445
Roy Hibbert,6.45,2.9375,1.559375,3.7087499999999998,37.0375,24.5875,0.3375,0.1,3.0875,7.2375,3.2933333333333334
Meyers Leonard,1.0595238095238095,0.5952380952380952,0.7447619047619045,2.7997619047619047,16.583333333333332,12.285714285714286,0.07142857142857142,0.03571428571428571,1.1428571428571428,2.642857142857143,1.8823529411764706
Tony Allen,4.632911392405063,2.189873417721519,1.7108860759493674,3.8810126582278492,27.860759493670887,18.49367088607595,0.3291139240506329,0.21518987341772153,0.7721518987341772,1.5316455696202531,1.0701754385964912
James Harden,10.595959595959595,4.606060606060606,2.2614141414141415,3.6758585858585855,76.24242424242425,46.07070707070707,1.5757575757575757,0.6262626262626263,1.6565656565656566,3.101010101010101,1.7826086956521738
Danilo Gallinari,3.3333333333333335,1.4696969696969697,1.4363636363636358,3.5818181818181816,31.5,19.40909090909091,0.2727272727272727,0.18181818181818182,1.196969696969697,2.287878787878788,1.6458333333333333
Michael CarterWilliams,7.670454545454546,3.1704545454545454,1.9343181818181814,3.575909090909091,70.98863636363636,51.81818181818182,0.9090909090909091,0.5568181818181818,0.9886363636363636,1.9886363636363635,1.380952380952381
Austin Rivers,3.641304347826087,1.608695652173913,1.4189130434782609,4.225869565217389,32.119565217391305,22.77173913043478,0.2608695652173913,0.07608695652173914,0.5434782608695652,1.0326086956521738,0.9433962264150944
Nick Collison,1.6081081081081081,0.8108108108108109,1.070135135135135,3.8658108108108125,28.783783783783782,23.527027027027028,0.21621621621621623,0.20270270270270271,1.472972972972973,2.8783783783783785,1.847457627118644
Corey Brewer,5.628865979381444,2.4948453608247423,1.8252577319587626,4.217319587628865,35.72164948453608,21.75257731958763,0.5567010309278351,0.25773195876288657,1.0515463917525774,1.8556701030927836,1.36
Kyrie Irving,9.4,4.29,2.0815000000000006,3.4462999999999995,69.81,48.76,1.27,0.53,1.0,1.76,1.2987012987012987
Darrell Arthur,1.48,0.7066666666666667,0.8842666666666668,3.120933333333334,19.293333333333333,12.92,0.12,0.12,1.24,2.466666666666667,1.7547169811320755
Jason Terry,2.1515151515151514,0.8585858585858586,1.5244444444444443,4.027474747474746,36.43434343434343,28.404040404040405,0.494949494949495,0.3333333333333333,0.45454545454545453,0.797979797979798,0.9
Ryan Kelly,1.5121951219512195,0.524390243902439,1.0010975609756099,2.5358536585365843,19.98780487804878,14.951219512195122,0.15853658536585366,0.036585365853658534,0.8048780487804879,1.548780487804878,1.6097560975609757
Thomas Robinson,2.4050632911392404,1.1898734177215189,0.7177215189873416,2.9015189873417726,18.531645569620252,13.50632911392405,0.189873417721519,0.05063291139240506,0.8607594936708861,1.7974683544303798,1.511111111111111
Rudy Gobert,4.378048780487805,2.5609756097560976,1.8278048780487803,4.1468292682926835,50.75609756097561,41.40243902439025,0.3902439024390244,0.12195121951219512,3.3780487804878048,8.329268292682928,3.419753086419753
Hollis Thompson,2.9146341463414633,1.2073170731707317,1.5796341463414634,3.784756097560975,27.646341463414632,19.146341463414632,0.3902439024390244,0.10975609756097561,0.8536585365853658,1.451219512195122,1.320754716981132
Kenneth Faried,7.530864197530864,3.814814814814815,1.7828395061728397,3.8460493827160476,37.81481481481482,25.049382716049383,0.2716049382716049,0.14814814814814814,2.308641975308642,4.2592592592592595,2.493333333333333
Shaun Livingston,3.8529411764705883,1.8333333333333333,1.3160784313725489,4.233921568627449,41.03921568627451,33.07843137254902,0.9705882352941176,0.39215686274509803,0.7254901960784313,1.3627450980392157,1.121212121212121
Vince Carter,2.2125,0.7375,1.0739999999999996,3.852249999999999,25.2,17.625,0.2875,0.075,0.6375,1.2375,1.108695652173913
Bradley Beal,6.946666666666666,2.84,2.4430666666666667,4.240533333333334,56.6,37.373333333333335,0.7866666666666666,0.36,1.0933333333333333,1.92,1.3898305084745763
Andrew Wiggins,9.548780487804878,4.146341463414634,2.4389024390243894,4.043292682926829,42.63414634146341,22.75609756097561,0.5975609756097561,0.14634146341463414,1.829268292682927,3.207317073170732,2.0
CJ McCollum,2.863013698630137,1.2191780821917808,1.2004109589041094,4.250547945205479,22.410958904109588,14.561643835616438,0.273972602739726,0.0958904109589041,0.5205479452054794,0.9726027397260274,0.926829268292683
Rasual Butler,3.152173913043478,1.3043478260869565,1.158804347826087,3.490434782608696,20.141304347826086,13.097826086956522,0.1956521739130435,0.10869565217391304,0.7065217391304348,1.1956521739130435,1.2037037037037037
Dewayne Dedmon,1.575,0.825,0.6961249999999999,2.9251250000000004,11.1625,7.975,0.0625,0.0125,1.0375,2.3875,1.6274509803921569
Kosta Koufos,3.3043478260869565,1.6630434782608696,1.1122826086956523,4.178695652173912,23.934782608695652,17.934782608695652,0.22826086956521738,0.09782608695652174,1.8369565217391304,3.9782608695652173,1.8369565217391304
Cole Aldrich,3.1097560975609757,1.329268292682927,0.7821951219512193,2.8680487804878045,24.76829268292683,19.304878048780488,0.21951219512195122,0.07317073170731707,2.231707317073171,4.353658536585366,3.210526315789474
Nick Calathes,2.075,0.9125,0.8893750000000002,3.6373749999999996,28.2625,22.2875,0.525,0.175,0.275,0.65,0.6111111111111112
Norris Cole,3.419753086419753,1.4567901234567902,1.698765432098766,4.169876543209877,54.7037037037037,42.98765432098765,0.691358024691358,0.38271604938271603,0.3950617283950617,0.7530864197530864,0.7111111111111111
Tyler Hansbrough,1.8024691358024691,0.9135802469135802,0.9309876543209877,3.943950617283951,14.641975308641975,11.123456790123457,0.18518518518518517,0.037037037037037035,1.691358024691358,2.888888888888889,2.014705882352941
Lance Thomas,3.3424657534246576,1.4246575342465753,1.4442465753424654,3.574657534246576,28.78082191780822,20.616438356164384,0.3287671232876712,0.0958904109589041,0.547945205479452,1.095890410958904,1.0
Marvin Williams,1.6219512195121952,0.8048780487804879,1.6987804878048782,3.904512195121954,53.41463414634146,45.80487804878049,0.2804878048780488,0.0975609756097561,1.7195121951219512,3.317073170731707,1.9315068493150684
Ben Gordon,2.3552631578947367,0.9210526315789473,0.706842105263158,3.0190789473684214,12.81578947368421,6.9605263157894735,0.21052631578947367,0.05263157894736842,0.25,0.3684210526315789,0.95
Jameer Nelson,2.788732394366197,1.1408450704225352,1.3556338028169017,3.6294366197183097,44.183098591549296,33.36619718309859,0.6619718309859155,0.5352112676056338,0.5070422535211268,0.7605633802816901,1.0285714285714285
Willie Green,1.691358024691358,0.6172839506172839,0.8051851851851852,2.635555555555556,16.28395061728395,11.049382716049383,0.2222222222222222,0.09876543209876543,0.2839506172839506,0.6419753086419753,0.7666666666666667
Bismack Biyombo,2.2837837837837838,1.2432432432432432,1.1339189189189187,3.5149999999999992,14.22972972972973,9.716216216216216,0.10810810810810811,0.013513513513513514,1.9189189189189189,3.9054054054054053,2.3666666666666667
Deron Williams,6.093333333333334,2.2133333333333334,2.102266666666667,4.042399999999999,75.04,57.32,1.5866666666666667,0.5466666666666666,0.9466666666666667,1.6266666666666667,1.3148148148148149
Ben McLemore,4.182926829268292,1.7560975609756098,2.4229268292682926,4.472073170731708,39.926829268292686,26.0,0.4878048780487805,0.2073170731707317,1.1951219512195121,2.158536585365854,1.4
Mo Williams,5.154761904761905,1.9523809523809523,1.5932142857142852,3.2428571428571424,60.833333333333336,44.98809523809524,1.1666666666666667,0.6071428571428571,0.5238095238095238,0.9642857142857143,1.1282051282051282
PJ Tucker,3.2839506172839505,1.6666666666666667,1.9239506172839507,3.778271604938272,41.370370370370374,30.88888888888889,0.5061728395061729,0.1111111111111111,1.5925925925925926,3.111111111111111,1.8428571428571427
