Rk,Player,Season,Age,Tm,Lg,G,MP,TS%,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
183,Alan Anderson\anderal01,2013-14,31,BRK,NBA,78,22.7,.525,26,1773,3.9,9.8,2.2,4.8,1.7,5.0,1.9,2.4,0.8,2.7,3.6,1.6,1.0,0.2,1.3,3.0,11.5,.400,.464,.339,.487,.780
184,Taj Gibson\gibsota01,2013-14,28,CHI,NBA,82,28.7,.524,8,2351,6.6,13.7,6.6,13.6,0.0,0.1,3.2,4.3,3.1,5.5,8.5,1.4,0.6,1.7,2.3,3.2,16.4,.479,.483,.000,.479,.751
185,John Wall\walljo01,2013-14,23,WAS,NBA,82,36.3,.524,82,2980,7.0,16.2,5.7,12.4,1.3,3.7,3.8,4.8,0.5,3.6,4.0,8.7,1.8,0.5,3.6,2.6,19.1,.433,.458,.351,.473,.805
186,Dorell Wright\wrighdo01,2013-14,28,POR,NBA,68,14.5,.524,13,984,4.1,10.9,1.5,3.5,2.5,7.4,1.9,2.5,1.1,5.9,7.0,2.3,0.8,0.6,1.4,2.3,12.5,.374,.442,.342,.490,.754
187,Enes Kanter\kanteen01,2013-14,21,UTA,NBA,80,26.7,.523,37,2138,7.1,14.4,7.1,14.3,0.0,0.0,2.5,3.4,3.7,6.3,10.1,1.3,0.5,0.7,2.4,3.9,16.6,.491,.492,.000,.491,.730
188,Derrick Williams\willide02,2013-14,22,TOT,NBA,78,23.3,.524,15,1820,4.1,9.5,3.6,7.6,0.5,2.0,3.7,5.1,1.4,5.0,6.4,1.1,0.9,0.4,1.5,2.3,12.3,.427,.470,.263,.454,.718
189,Jason Thompson\thompja02,2013-14,27,SAC,NBA,82,24.5,.523,61,2007,4.5,8.9,4.5,8.9,0.0,0.0,1.5,2.6,2.7,6.7,9.5,1.0,0.6,1.0,1.7,4.5,10.5,.506,.506,,.506,.579
190,Brandon Knight\knighbr03,2013-14,22,MIL,NBA,72,33.3,.523,69,2400,6.9,16.4,5.3,11.3,1.6,5.1,3.9,4.8,0.7,3.1,3.8,5.3,1.0,0.3,2.8,2.2,19.4,.422,.466,.325,.473,.802
191,Shane Battier\battish01,2013-14,35,MIA,NBA,73,20.1,.523,56,1468,2.6,6.7,0.8,1.6,1.8,5.1,0.4,0.6,0.8,2.6,3.4,1.5,1.2,1.0,0.5,3.0,7.3,.382,.492,.348,.515,.652
192,Pau Gasol\gasolpa01,2013-14,33,LAL,NBA,60,31.4,.522,60,1884,8.1,16.9,8.0,16.6,0.1,0.3,3.6,4.9,2.4,8.7,11.1,3.8,0.5,1.8,2.7,2.4,19.9,.480,.483,.286,.482,.736
193,Wesley Johnson\johnswe01,2013-14,26,LAL,NBA,79,28.4,.522,62,2240,4.5,10.5,2.8,6.1,1.6,4.4,1.0,1.2,1.1,4.5,5.6,2.0,1.4,1.2,1.4,3.3,11.5,.425,.466,.369,.502,.792
194,Jeremy Lamb\lambje01,2013-14,21,OKC,NBA,78,19.7,.522,0,1538,6.2,14.3,4.1,8.5,2.1,5.8,1.2,1.5,0.6,3.8,4.4,2.7,1.3,0.6,1.4,3.3,15.6,.432,.483,.356,.504,.797
195,Jimmy Butler\butleji01,2013-14,24,CHI,NBA,67,38.7,.522,67,2591,3.8,9.6,2.9,6.3,0.9,3.3,3.6,4.7,1.2,3.4,4.6,2.4,1.8,0.5,1.4,1.5,12.2,.397,.457,.283,.446,.769
196,Francisco Garcia\garcifr01,2013-14,32,HOU,NBA,55,19.7,.521,4,1083,3.9,9.8,1.6,3.4,2.3,6.4,0.3,0.6,0.7,3.4,4.1,2.1,0.9,1.1,1.0,4.0,10.5,.401,.485,.358,.519,.526
197,J.J. Hickson\hicksjj01,2013-14,25,DEN,NBA,69,26.9,.521,52,1859,6.4,12.7,6.4,12.5,0.0,0.2,2.9,5.6,4.0,8.2,12.2,1.9,0.9,1.0,2.5,3.4,15.8,.508,.514,.000,.508,.517
198,Jeff Green\greenje02,2013-14,27,BOS,NBA,82,34.2,.520,82,2805,6.2,15.0,4.5,9.9,1.7,5.1,3.6,4.6,0.7,4.2,4.9,1.8,0.7,0.6,2.1,2.3,17.7,.412,.448,.341,.469,.795
199,Quincy Acy\acyqu01,2013-14,23,TOT,NBA,63,13.4,.520,0,847,2.8,6.0,2.6,5.4,0.2,0.6,1.5,2.3,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,.468,.492,.267,.482,.660
200,Gordon Hayward\haywago01,2013-14,23,UTA,NBA,77,36.4,.520,77,2800,5.5,13.3,4.4,9.7,1.1,3.6,4.0,4.9,0.8,4.2,5.0,5.1,1.4,0.5,2.7,2.0,16.0,.413,.453,.304,.454,.816
201,Elliot Williams\williel01,2013-14,24,PHI,NBA,67,17.3,.519,2,1157,4.4,10.5,3.2,6.6,1.2,3.9,2.7,3.7,0.9,3.1,4.0,2.2,1.1,0.1,2.1,3.9,12.6,.415,.486,.296,.470,.731
202,Giannis Antetokounmpo\antetgi01,2013-14,19,MIL,NBA,77,24.6,.518,23,1897,3.3,7.9,2.5,5.7,0.8,2.2,2.6,3.8,1.5,5.0,6.4,2.8,1.1,1.2,2.3,3.3,10.0,.414,.440,.347,.463,.683
203,Aaron Brooks\brookaa01,2013-14,29,TOT,NBA,72,21.6,.518,12,1557,5.4,13.4,3.2,7.7,2.2,5.7,1.9,2.2,1.0,2.2,3.2,5.4,1.2,0.3,2.7,3.4,14.9,.401,.411,.387,.484,.874
204,Thabo Sefolosha\sefolth01,2013-14,29,OKC,NBA,61,26.0,.517,61,1584,3.2,7.7,2.1,4.3,1.1,3.5,1.2,1.6,1.1,3.9,5.0,2.1,1.8,0.4,1.2,2.0,8.7,.415,.495,.316,.485,.768
205,Luol Deng\denglu01,2013-14,28,TOT,NBA,63,35.1,.517,63,2213,6.0,14.0,5.1,10.9,0.9,3.1,3.4,4.4,1.6,4.3,5.9,3.0,1.0,0.1,1.9,1.8,16.4,.431,.468,.302,.465,.791
206,Reggie Evans\evansre01,2013-14,33,TOT,NBA,54,16.6,.516,20,899,2.8,6.0,2.8,6.0,0.0,0.0,2.9,5.2,4.6,8.8,13.4,0.8,1.5,0.1,2.3,4.8,8.6,.473,.473,,.473,.554
207,O.J. Mayo\mayooj01,2013-14,26,MIL,NBA,52,25.9,.516,23,1346,6.0,14.7,3.7,8.6,2.2,6.1,2.0,2.4,0.6,2.7,3.3,3.0,0.7,0.3,2.5,3.0,16.3,.407,.433,.370,.484,.864
208,Michael Kidd-Gilchrist\kiddgmi01,2013-14,20,CHA,NBA,62,24.2,.516,62,1502,4.0,8.5,4.0,8.2,0.0,0.2,2.7,4.4,2.6,5.2,7.8,1.2,1.0,0.9,1.4,3.5,10.7,.473,.483,.111,.475,.614
209,Al-Farouq Aminu\aminual01,2013-14,23,NOP,NBA,80,25.6,.516,65,2045,4.1,8.7,3.9,7.9,0.2,0.8,1.6,2.4,2.3,6.5,8.7,2.0,1.4,0.7,1.5,2.6,10.1,.474,.496,.271,.487,.664
210,Jordan Crawford\crawfjo02,2013-14,25,TOT,NBA,81,23.0,.516,35,1859,6.3,15.3,4.6,9.7,1.7,5.5,2.8,3.3,0.5,3.0,3.5,5.4,0.9,0.1,2.6,2.3,17.2,.415,.471,.316,.472,.864
211,Rodney Stuckey\stuckro01,2013-14,27,DET,NBA,73,26.7,.516,5,1950,6.9,15.7,6.4,14.1,0.4,1.6,4.5,5.4,0.7,2.4,3.1,2.8,1.0,0.2,2.3,2.4,18.7,.436,.455,.273,.450,.836
212,Kent Bazemore\bazemke01,2013-14,24,TOT,NBA,67,13.6,.515,15,911,5.8,13.6,4.1,8.5,1.7,5.1,2.6,4.3,0.4,4.2,4.6,3.6,1.7,0.5,3.1,4.0,15.9,.429,.484,.336,.491,.606
213,Jameer Nelson\nelsoja01,2013-14,31,ORL,NBA,68,32.0,.515,68,2179,4.9,12.3,2.6,5.9,2.2,6.5,1.6,1.9,0.5,3.3,3.8,7.9,0.9,0.1,2.7,2.4,13.5,.394,.444,.348,.485,.857
214,Kosta Koufos\koufoko01,2013-14,24,MEM,NBA,80,16.9,.514,22,1349,6.1,12.2,6.1,12.2,0.0,0.0,1.6,2.5,4.3,6.9,11.2,1.0,0.9,1.9,1.8,4.9,13.7,.495,.495,,.495,.645
215,Victor Oladipo\oladivi01,2013-14,21,ORL,NBA,80,31.1,.514,44,2487,5.7,13.5,4.6,10.3,1.1,3.3,3.6,4.6,0.6,4.1,4.8,4.7,1.9,0.5,3.7,3.0,16.0,.419,.448,.327,.458,.780
216,E'Twaun Moore\mooreet01,2013-14,24,ORL,NBA,79,19.1,.513,3,1506,4.7,10.9,3.3,7.1,1.4,3.8,1.2,1.6,0.7,2.6,3.3,2.7,1.4,0.3,1.3,2.5,11.9,.428,.468,.354,.490,.765
217,Robert Sacre\sacrero01,2013-14,24,LAL,NBA,65,16.8,.513,13,1089,4.7,9.9,4.7,9.9,0.0,0.0,2.1,3.1,2.7,5.7,8.4,1.7,0.8,1.6,1.5,4.4,11.6,.477,.477,,.477,.681
218,Caron Butler\butleca01,2013-14,33,TOT,NBA,56,25.3,.512,13,1419,5.4,13.7,2.9,7.4,2.5,6.3,1.6,1.9,0.5,5.3,5.8,2.1,1.2,0.4,1.5,3.0,14.9,.394,.395,.394,.485,.840
219,Thaddeus Young\youngth01,2013-14,25,PHI,NBA,79,34.4,.512,78,2718,7.7,17.0,6.5,13.1,1.2,3.9,2.2,3.0,2.2,4.1,6.3,2.4,2.2,0.5,2.2,2.8,18.8,.454,.496,.308,.489,.712
220,Marcus Thornton\thornma01,2013-14,26,TOT,NBA,72,24.2,.511,27,1741,5.2,13.2,3.0,6.7,2.3,6.5,1.9,2.3,1.2,2.9,4.1,1.6,1.2,0.2,1.4,2.3,14.5,.394,.443,.345,.480,.804
221,Shelvin Mack\macksh01,2013-14,23,ATL,NBA,73,20.4,.510,11,1490,5.0,12.1,3.6,7.7,1.5,4.4,1.5,1.8,0.5,3.4,3.9,6.5,1.2,0.0,2.2,2.4,13.1,.417,.464,.337,.479,.865
222,Avery Bradley\bradlav01,2013-14,23,BOS,NBA,60,30.9,.510,58,1855,7.0,16.0,5.5,12.1,1.5,3.9,1.7,2.2,0.9,3.5,4.4,1.6,1.2,0.2,1.9,2.8,17.3,.438,.451,.395,.485,.804
223,Zach Randolph\randoza01,2013-14,32,MEM,NBA,79,34.2,.510,79,2705,7.5,15.9,7.4,15.7,0.0,0.3,3.3,4.5,3.5,7.1,10.6,2.7,0.7,0.3,2.4,2.8,18.3,.467,.474,.100,.468,.742
224,Steve Blake\blakest01,2013-14,33,TOT,NBA,55,27.2,.508,28,1498,3.2,8.5,1.3,3.4,1.9,5.0,0.8,1.0,0.3,3.5,3.8,7.4,1.3,0.2,2.5,2.0,9.1,.377,.378,.376,.489,.767
225,Dion Waiters\waitedi01,2013-14,22,CLE,NBA,70,29.6,.508,24,2072,7.5,17.3,5.9,12.9,1.6,4.3,2.8,4.1,0.6,2.8,3.4,3.6,1.1,0.3,2.7,2.7,19.3,.433,.455,.368,.479,.685
226,Archie Goodwin\goodwar01,2013-14,19,PHO,NBA,52,10.3,.507,0,533,5.1,11.3,4.8,8.8,0.3,2.4,2.5,3.7,1.7,4.2,5.9,1.4,1.4,0.7,3.0,3.0,13.1,.455,.542,.139,.470,.673
227,Gerald Henderson\hendege02,2013-14,26,CHA,NBA,77,32.0,.507,77,2461,5.9,13.6,5.3,11.9,0.6,1.7,3.4,4.5,0.5,4.1,4.5,2.9,0.7,0.5,1.7,2.3,15.8,.433,.445,.348,.455,.761
228,Jordan Hamilton\hamiljo02,2013-14,23,TOT,NBA,60,17.0,.507,12,1019,5.2,13.3,2.7,6.3,2.5,7.0,1.4,1.8,1.1,5.7,6.9,1.8,1.6,0.7,1.6,2.4,14.3,.391,.433,.354,.484,.784
229,Marreese Speights\speigma01,2013-14,26,GSW,NBA,79,12.4,.507,3,982,7.1,16.2,6.9,15.1,0.3,1.1,4.0,4.9,3.7,6.9,10.6,1.2,0.4,1.2,2.4,5.4,18.6,.441,.455,.258,.450,.821
230,Mo Williams\willima01,2013-14,31,POR,NBA,74,24.8,.507,0,1834,5.5,13.2,3.9,8.8,1.6,4.4,1.5,1.7,0.8,2.2,3.0,6.3,1.1,0.2,2.9,3.9,14.2,.417,.441,.369,.478,.876
231,LaMarcus Aldridge\aldrila01,2013-14,28,POR,NBA,69,36.2,.507,69,2498,9.4,20.5,9.4,20.3,0.0,0.2,4.3,5.2,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,.458,.461,.200,.459,.822
232,Bradley Beal\bealbr01,2013-14,20,WAS,NBA,73,34.7,.507,73,2530,6.8,16.3,4.9,11.5,2.0,4.9,2.1,2.7,0.8,3.1,3.9,3.5,1.0,0.3,1.8,2.2,17.8,.419,.426,.402,.479,.788
233,Nick Calathes\calatni01,2013-14,24,MEM,NBA,71,16.5,.506,7,1173,4.4,9.5,3.8,7.7,0.6,1.9,1.4,2.2,0.7,3.5,4.2,6.4,2.0,0.2,3.1,3.6,10.6,.457,.492,.311,.487,.611
234,Luis Scola\scolalu01,2013-14,33,IND,NBA,82,17.1,.505,2,1399,6.8,14.4,6.7,14.2,0.0,0.2,2.5,3.5,2.2,7.8,10.1,2.1,0.7,0.4,2.8,4.2,16.1,.470,.474,.143,.471,.728
235,Tyreke Evans\evansty01,2013-14,24,NOP,NBA,72,28.2,.504,22,2028,6.9,15.9,6.6,14.2,0.4,1.7,4.2,5.5,1.3,4.7,6.1,6.4,1.5,0.4,3.1,2.8,18.5,.436,.461,.221,.448,.771
236,Donatas Motiejunas\motiedo01,2013-14,23,HOU,NBA,62,15.4,.504,3,952,5.0,11.2,4.2,8.0,0.8,3.2,2.2,3.6,2.3,6.2,8.5,1.3,0.8,0.8,1.9,5.0,12.9,.443,.519,.250,.478,.604
237,Luc Mbah a Moute\mbahalu01,2013-14,27,TOT,NBA,64,15.7,.503,7,1003,3.1,6.9,3.0,6.3,0.1,0.6,1.7,2.4,2.0,3.2,5.2,1.3,1.1,0.5,1.4,2.4,8.0,.451,.472,.235,.461,.687
238,Thomas Robinson\robinth01,2013-14,22,POR,NBA,70,12.5,.502,0,873,5.8,12.1,5.8,12.0,0.0,0.0,2.4,4.2,4.3,8.3,12.7,1.4,0.9,0.8,2.4,5.4,14.0,.481,.483,.000,.481,.564
239,Zaza Pachulia\pachuza01,2013-14,29,MIL,NBA,53,25.0,.502,43,1325,4.0,9.5,4.0,9.5,0.0,0.0,3.0,3.5,3.8,5.2,9.0,3.7,1.2,0.4,2.5,3.4,11.1,.427,.428,.000,.427,.846
240,Will Bynum\bynumwi01,2013-14,31,DET,NBA,56,18.8,.502,3,1054,6.3,14.7,5.6,12.6,0.7,2.1,3.3,4.1,0.8,2.6,3.4,7.4,1.3,0.2,3.5,4.1,16.6,.428,.446,.323,.451,.802
241,Roy Hibbert\hibbero01,2013-14,27,IND,NBA,81,29.7,.499,81,2409,4.9,11.3,4.9,11.2,0.0,0.1,3.1,4.0,3.0,5.0,8.0,1.4,0.4,2.7,2.2,4.0,13.0,.439,.439,.400,.440,.770
242,Kemba Walker\walkeke02,2013-14,23,CHA,NBA,73,35.8,.499,73,2614,6.2,15.7,4.7,11.2,1.5,4.5,3.9,4.6,0.5,3.7,4.2,6.2,1.2,0.4,2.3,1.8,17.8,.393,.417,.333,.441,.837
243,Jan Vesely\veselja01,2013-14,23,TOT,NBA,54,14.4,.498,1,776,4.1,8.0,4.1,8.0,0.0,0.0,0.9,2.6,3.8,5.1,8.9,1.0,2.5,1.6,1.7,5.6,9.1,.514,.514,,.514,.339
244,Cody Zeller\zelleco01,2013-14,21,CHA,NBA,82,17.3,.498,3,1416,4.4,10.3,4.4,10.2,0.0,0.0,3.7,5.1,3.0,6.0,9.0,2.3,1.0,1.0,2.2,4.3,12.5,.426,.427,.000,.426,.730
245,Draymond Green\greendr01,2013-14,23,GSW,NBA,82,21.9,.498,12,1797,3.7,9.2,2.6,5.9,1.1,3.3,1.6,2.5,1.7,6.5,8.2,3.0,2.0,1.4,1.8,4.6,10.2,.407,.449,.333,.467,.667
246,Jerryd Bayless\bayleje01,2013-14,25,TOT,NBA,72,23.4,.498,19,1686,5.3,13.2,3.7,8.6,1.6,4.5,2.0,2.5,0.5,2.6,3.1,4.1,1.3,0.2,1.8,3.4,14.2,.402,.425,.358,.464,.797
247,Joel Freeland\freeljo01,2013-14,26,POR,NBA,52,14.0,.498,0,727,3.8,8.0,3.8,7.9,0.0,0.1,1.0,1.4,4.4,5.9,10.3,1.8,0.5,1.1,1.6,4.7,8.6,.475,.481,.000,.475,.690
248,Jarrett Jack\jackja01,2013-14,30,CLE,NBA,80,28.2,.498,31,2252,4.6,11.2,3.6,8.2,1.0,3.0,2.0,2.4,0.4,3.2,3.6,5.2,0.9,0.4,2.1,2.1,12.1,.410,.435,.341,.455,.839
249,Evan Turner\turneev01,2013-14,25,TOT,NBA,81,30.3,.498,56,2457,6.4,15.0,5.6,12.7,0.7,2.3,3.1,3.8,0.9,5.1,6.0,3.8,1.0,0.1,2.8,2.9,16.6,.425,.444,.321,.450,.813
250,Norris Cole\coleno01,2013-14,25,MIA,NBA,82,24.6,.497,6,2014,3.7,8.9,2.6,5.8,1.1,3.1,0.9,1.2,0.3,2.6,2.9,4.4,1.4,0.1,2.3,2.8,9.4,.414,.451,.345,.474,.779
251,Jared Sullinger\sullija01,2013-14,21,BOS,NBA,74,27.6,.497,44,2041,6.8,15.9,5.8,12.2,1.0,3.7,2.8,3.6,4.3,6.3,10.6,2.1,0.6,0.9,2.1,4.4,17.3,.427,.475,.269,.458,.778
252,Kendall Marshall\marshke01,2013-14,22,LAL,NBA,54,29.0,.494,45,1564,3.9,9.6,2.3,5.5,1.6,4.1,0.4,0.8,0.3,3.2,3.6,11.0,1.1,0.1,3.5,1.7,9.9,.406,.411,.399,.490,.528
253,Kirk Hinrich\hinriki01,2013-14,33,CHI,NBA,73,29.0,.494,61,2116,4.1,10.5,2.7,6.4,1.4,4.1,1.6,2.1,0.5,2.7,3.3,4.9,1.4,0.4,2.0,3.5,11.3,.393,.419,.351,.461,.760
254,Tony Wroten\wroteto01,2013-14,20,PHI,NBA,72,24.5,.493,16,1765,7.0,16.5,6.2,12.6,0.8,3.8,4.3,6.6,1.4,3.2,4.7,4.4,1.6,0.3,4.2,3.1,19.2,.427,.492,.213,.452,.641
255,Toney Douglas\douglto01,2013-14,27,TOT,NBA,51,13.2,.493,17,675,3.9,10.1,2.2,4.7,1.7,5.4,1.3,1.8,1.0,3.7,4.6,3.6,1.0,0.3,1.8,4.3,10.8,.384,.477,.304,.466,.735
256,Robbie Hummel\hummero01,2013-14,24,MIN,NBA,53,12.4,.492,5,655,3.7,9.7,1.9,4.8,1.8,4.9,0.8,0.9,1.9,5.3,7.3,1.3,0.9,0.1,0.5,3.1,9.9,.379,.398,.360,.469,.938
257,Travis Outlaw\outlatr01,2013-14,29,SAC,NBA,63,16.9,.492,4,1065,4.4,11.0,3.0,7.1,1.4,4.0,1.4,1.8,1.2,4.5,5.7,1.6,0.7,0.6,0.9,3.2,11.6,.399,.426,.350,.462,.808
258,Ricky Rubio\rubiori01,2013-14,23,MIN,NBA,82,32.2,.491,82,2638,3.5,9.1,2.9,7.3,0.6,1.8,3.1,3.9,0.8,3.8,4.7,9.6,2.6,0.2,3.0,3.0,10.7,.381,.393,.331,.413,.802
259,Alonzo Gee\geeal01,2013-14,26,CLE,NBA,65,15.7,.491,24,1020,3.5,8.3,2.8,6.3,0.7,2.0,1.5,2.2,1.2,4.0,5.3,1.7,1.4,0.5,1.6,3.4,9.1,.415,.444,.328,.456,.705
260,Glen Davis\davisgl01,2013-14,28,TOT,NBA,68,24.4,.491,44,1662,5.9,12.8,5.8,12.6,0.1,0.2,2.1,3.0,2.3,5.3,7.6,1.7,1.3,0.6,1.6,3.4,13.9,.457,.459,.364,.460,.693
261,Carlos Boozer\boozeca01,2013-14,32,CHI,NBA,76,28.2,.489,76,2141,7.5,16.5,7.5,16.4,0.0,0.0,2.5,3.2,2.3,8.3,10.6,2.0,0.9,0.4,2.6,3.6,17.5,.456,.457,.000,.456,.767
262,Andrew Nicholson\nichoan01,2013-14,24,ORL,NBA,76,15.4,.489,5,1174,5.5,12.9,4.7,10.1,0.9,2.7,1.4,1.7,1.6,6.2,7.8,0.8,0.6,0.7,1.6,4.6,13.3,.429,.459,.315,.462,.825
263,Tony Snell\snellto01,2013-14,22,CHI,NBA,77,16.0,.489,12,1231,3.8,9.8,2.1,4.6,1.7,5.2,0.9,1.2,0.6,3.1,3.6,2.0,0.8,0.4,1.3,2.5,10.1,.384,.456,.320,.469,.756
264,Nate Wolters\woltena01,2013-14,22,MIL,NBA,58,22.6,.486,31,1309,4.7,10.7,4.2,9.0,0.5,1.7,1.6,2.5,0.9,3.2,4.1,5.1,1.0,0.4,1.6,1.8,11.5,.437,.465,.290,.460,.656
265,Harrison Barnes\barneha02,2013-14,21,GSW,NBA,78,28.3,.486,24,2204,4.4,11.1,3.3,8.0,1.1,3.1,2.1,3.0,1.1,4.0,5.1,1.9,1.1,0.3,1.4,2.6,12.1,.399,.419,.347,.448,.718
266,Brandon Jennings\jennibr01,2013-14,24,DET,NBA,80,34.1,.486,79,2728,5.6,15.0,3.5,8.9,2.0,6.0,3.2,4.2,0.8,2.4,3.2,8.0,1.3,0.1,2.8,2.1,16.4,.373,.397,.337,.441,.751
267,Ersan Ilyasova\ilyaser01,2013-14,26,MIL,NBA,55,26.9,.486,47,1478,5.8,14.1,4.9,10.9,0.9,3.2,2.6,3.2,2.6,5.7,8.3,1.8,1.1,0.2,1.5,3.3,15.1,.409,.446,.282,.441,.823
268,Ben McLemore\mclembe01,2013-14,20,SAC,NBA,82,26.7,.485,55,2187,4.2,11.2,2.6,6.3,1.6,4.9,1.9,2.4,0.9,3.0,3.9,1.3,0.7,0.3,1.6,3.3,11.9,.376,.419,.320,.446,.804
269,Kentavious Caldwell-Pope\caldwke01,2013-14,20,DET,NBA,80,19.8,.483,41,1583,4.1,10.5,2.8,6.3,1.3,4.2,1.1,1.4,0.9,2.7,3.5,1.3,1.7,0.3,0.6,3.3,10.7,.396,.447,.319,.460,.770
270,Austin Rivers\riverau01,2013-14,21,NOP,NBA,69,19.4,.482,4,1339,5.2,12.7,4.2,10.1,1.0,2.7,3.0,4.7,0.7,2.8,3.5,4.3,1.2,0.2,2.1,3.6,14.2,.405,.416,.364,.443,.636
271,Iman Shumpert\shumpim01,2013-14,23,NYK,NBA,74,26.5,.480,58,1962,3.4,8.9,2.0,4.7,1.4,4.2,1.0,1.3,1.5,4.2,5.7,2.4,1.7,0.2,1.4,3.8,9.1,.378,.418,.333,.457,.746
272,Michael Carter-Williams\cartemi01,2013-14,22,PHI,NBA,70,34.5,.480,70,2414,6.4,15.7,5.5,12.6,0.8,3.1,3.8,5.5,1.5,5.0,6.5,6.6,1.9,0.6,3.7,3.2,17.4,.405,.440,.264,.431,.703
273,Willie Green\greenwi01,2013-14,32,LAC,NBA,55,15.8,.477,9,869,4.2,11.2,2.5,6.2,1.7,5.0,1.2,1.4,0.5,2.7,3.2,2.1,0.9,0.5,1.4,4.0,11.3,.376,.407,.339,.452,.824
274,Raymond Felton\feltora01,2013-14,29,NYK,NBA,65,31.0,.476,65,2017,4.3,10.9,3.2,7.4,1.1,3.5,1.6,2.2,1.0,2.6,3.5,6.5,1.4,0.5,2.3,2.8,11.2,.395,.431,.318,.446,.721
275,Brandon Davies\daviebr01,2013-14,22,PHI,NBA,51,11.3,.476,0,575,3.4,8.0,3.3,7.4,0.1,0.6,2.1,3.3,2.4,4.4,6.8,1.8,1.5,0.5,2.2,5.8,9.0,.422,.441,.200,.430,.642
276,Kendrick Perkins\perkike01,2013-14,29,OKC,NBA,62,19.5,.474,62,1207,2.6,5.8,2.6,5.7,0.0,0.0,1.1,2.0,2.4,6.7,9.1,2.0,0.8,1.0,2.7,5.3,6.3,.451,.453,.000,.451,.552
277,Dante Cunningham\cunnida01,2013-14,26,MIN,NBA,81,20.2,.474,7,1635,5.2,11.2,5.2,11.1,0.0,0.1,0.8,1.5,2.5,4.8,7.3,1.8,1.4,1.3,0.9,3.2,11.2,.464,.468,.000,.464,.567
278,Trey Burke\burketr01,2013-14,21,UTA,NBA,70,32.3,.473,68,2262,5.4,14.3,3.7,8.9,1.8,5.3,1.6,1.8,0.6,2.7,3.3,6.3,0.7,0.1,2.1,2.3,14.2,.380,.410,.330,.442,.903
279,J.J. Barea\bareajo01,2013-14,29,MIN,NBA,79,18.6,.471,1,1471,6.2,16.1,4.4,10.4,1.8,5.7,1.9,2.4,0.4,3.4,3.8,7.4,0.6,0.0,3.1,3.2,16.2,.387,.426,.316,.443,.790
280,Lavoy Allen\allenla01,2013-14,24,TOT,NBA,65,16.5,.470,2,1072,4.5,10.1,4.4,9.6,0.1,0.4,1.1,1.7,4.0,6.4,10.4,2.4,0.8,1.1,1.5,4.2,10.2,.447,.460,.154,.450,.660
281,Chuck Hayes\hayesch01,2013-14,30,TOT,NBA,61,12.4,.468,1,754,2.7,6.2,2.7,6.2,0.0,0.0,1.0,1.2,3.3,6.7,10.0,1.7,1.6,0.6,1.6,4.5,6.3,.431,.434,.000,.431,.800
282,Kevin Garnett\garneke01,2013-14,37,BRK,NBA,54,20.5,.467,54,1109,5.1,11.6,5.1,11.5,0.0,0.1,1.2,1.5,1.9,9.7,11.6,2.7,1.4,1.3,2.2,4.0,11.4,.441,.445,.000,.441,.809
283,Earl Clark\clarkea01,2013-14,26,TOT,NBA,54,14.2,.466,17,768,4.5,12.2,2.6,6.5,1.9,5.7,1.0,1.6,1.0,5.7,6.7,0.8,0.8,1.2,1.5,3.1,12.0,.372,.403,.336,.450,.647
284,Josh Smith\smithjo03,2013-14,28,DET,NBA,77,35.5,.463,76,2730,6.8,16.3,5.9,12.8,0.9,3.5,2.1,4.0,1.3,5.5,6.9,3.3,1.4,1.5,2.6,2.6,16.7,.419,.462,.264,.448,.532
285,John Salmons\salmojo01,2013-14,34,TOT,NBA,78,22.1,.462,8,1726,3.1,8.6,1.8,5.2,1.3,3.4,0.8,1.1,0.4,3.0,3.4,3.1,1.0,0.4,1.1,2.6,8.4,.363,.348,.387,.439,.769
286,Diante Garrett\garredi02,2013-14,25,UTA,NBA,71,14.8,.459,0,1048,3.5,9.1,2.2,5.8,1.2,3.3,0.3,0.4,0.4,3.0,3.3,4.1,1.4,0.2,2.6,2.6,8.5,.381,.385,.375,.449,.833
287,Quincy Miller\millequ01,2013-14,21,DEN,NBA,52,15.2,.459,16,789,4.3,11.7,2.9,7.4,1.4,4.3,1.8,2.5,1.6,5.1,6.7,1.2,1.0,1.5,2.2,3.2,11.7,.367,.395,.319,.426,.709
288,Darrell Arthur\arthuda01,2013-14,25,DEN,NBA,68,17.1,.459,1,1161,5.0,12.7,4.3,10.7,0.7,2.0,1.6,1.9,1.6,4.9,6.5,1.9,1.2,1.5,1.8,5.7,12.4,.395,.399,.375,.424,.855
289,Luke Ridnour\ridnolu01,2013-14,32,TOT,NBA,61,18.7,.452,14,1141,4.0,10.3,2.8,6.9,1.2,3.4,0.5,0.8,0.7,2.3,3.1,5.6,1.0,0.3,2.1,2.9,9.7,.385,.406,.343,.442,.654
290,Alexey Shved\shvedal01,2013-14,25,MIN,NBA,63,10.5,.452,0,664,4.1,12.8,2.5,7.3,1.6,5.5,3.7,4.9,1.1,3.3,4.4,3.7,1.4,0.9,2.6,2.0,13.6,.321,.341,.294,.384,.756
