Rk,Player,Season,Age,Tm,Lg,G,MP,Ht,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
210,Arron Afflalo\afflaar01,2014-15,29,TOT,NBA,78,32.1,6-5,72,2502,5.4,12.7,3.7,7.9,1.7,4.8,2.4,2.8,0.4,3.2,3.6,1.9,0.6,0.1,1.7,2.4,14.9,.424,.466,.354,.491,.843,.533
211,Kent Bazemore\bazemke01,2014-15,25,ATL,NBA,75,17.7,6-5,10,1324,3.8,9.0,2.5,5.4,1.3,3.6,1.6,2.7,0.6,5.5,6.0,2.1,1.4,0.9,2.0,3.5,10.6,.426,.467,.364,.498,.600,.520
212,Bradley Beal\bealbr01,2014-15,21,WAS,NBA,63,33.4,6-5,59,2107,6.2,14.5,4.4,10.1,1.8,4.4,2.2,2.8,1.0,3.1,4.1,3.3,1.3,0.3,2.1,2.3,16.4,.427,.434,.409,.489,.783,.521
213,Marco Belinelli\belinma01,2014-15,28,SAS,NBA,62,22.4,6-5,9,1388,5.2,12.2,2.9,6.2,2.2,6.0,2.2,2.6,0.7,3.4,4.1,2.4,0.8,0.1,1.6,2.2,14.7,.423,.471,.374,.515,.848,.553
214,Kentavious Caldwell-Pope\caldwke01,2014-15,21,DET,NBA,82,31.5,6-5,82,2587,5.4,13.5,3.3,7.3,2.1,6.2,1.5,2.2,0.6,2.9,3.5,1.5,1.3,0.3,1.3,2.2,14.5,.401,.449,.345,.480,.696,.501
215,Jordan Clarkson\clarkjo01,2014-15,22,LAL,NBA,59,25.0,6-5,38,1476,6.5,14.5,5.6,11.6,0.9,3.0,3.2,3.9,1.4,3.3,4.7,5.0,1.2,0.3,2.3,2.7,17.1,.448,.482,.314,.480,.829,.528
216,Jamal Crawford\crawfja01,2014-15,34,LAC,NBA,64,26.6,6-5,4,1703,7.0,17.7,4.5,10.0,2.5,7.7,4.8,5.3,0.4,2.2,2.6,3.3,1.2,0.3,1.9,2.3,21.4,.396,.448,.327,.467,.901,.532
217,James Harden\hardeja01,2014-15,25,HOU,NBA,81,36.8,6-5,81,2981,7.8,17.8,5.3,11.0,2.5,6.7,8.6,10.0,0.9,4.6,5.5,6.8,1.9,0.7,3.9,2.5,26.8,.440,.480,.375,.511,.868,.605
218,Gerald Henderson\hendege02,2014-15,27,CHO,NBA,80,28.9,6-5,72,2315,5.8,13.2,5.1,11.1,0.7,2.1,2.9,3.4,0.6,3.7,4.2,3.2,0.8,0.3,1.7,2.1,15.1,.437,.457,.331,.463,.848,.514
219,Zach LaVine\lavinza01,2014-15,19,MIN,NBA,77,24.7,6-5,40,1902,5.4,12.8,4.3,9.7,1.1,3.2,2.8,3.4,0.5,3.5,4.1,5.2,1.0,0.2,3.7,3.0,14.7,.422,.449,.341,.465,.842,.515
220,Courtney Lee\leeco01,2014-15,29,MEM,NBA,77,30.6,6-5,74,2354,4.4,9.8,3.0,6.4,1.4,3.4,1.7,2.0,0.3,2.4,2.7,2.3,1.1,0.2,1.2,2.0,11.9,.448,.473,.402,.518,.860,.555
221,Wesley Matthews\matthwe02,2014-15,28,POR,NBA,60,33.7,6-5,60,2024,6.0,13.4,2.9,5.5,3.1,7.9,1.9,2.6,0.7,3.3,3.9,2.5,1.4,0.2,1.4,2.3,17.0,.448,.534,.389,.563,.752,.586
222,O.J. Mayo\mayooj01,2014-15,27,MIL,NBA,71,23.9,6-5,15,1697,6.3,14.9,4.2,9.0,2.1,5.9,2.4,2.9,0.6,3.3,4.0,4.2,1.2,0.4,2.7,3.5,17.1,.422,.465,.357,.493,.827,.529
223,Ben McLemore\mclembe01,2014-15,21,SAC,NBA,82,32.6,6-5,82,2670,4.9,11.2,3.0,5.9,1.9,5.3,1.8,2.2,0.4,2.8,3.2,1.9,1.0,0.3,1.9,3.0,13.4,.437,.507,.358,.521,.813,.552
224,Anthony Morrow\morroan01,2014-15,29,OKC,NBA,74,24.4,6-5,0,1806,5.7,12.3,2.9,5.8,2.8,6.5,1.6,1.8,0.8,3.1,3.9,1.2,1.1,0.2,0.8,2.7,15.7,.463,.497,.434,.578,.888,.604
225,Iman Shumpert\shumpim01,2014-15,24,TOT,NBA,62,24.9,6-5,25,1545,4.5,11.0,2.9,6.4,1.6,4.6,1.0,1.5,1.3,3.9,5.2,3.1,1.9,0.4,2.1,3.2,11.6,.410,.458,.342,.481,.672,.497
226,Lance Stephenson\stephla01,2014-15,24,CHO,NBA,61,25.8,6-5,25,1573,4.7,12.6,4.3,10.2,0.4,2.4,1.6,2.5,0.9,5.4,6.3,5.5,0.9,0.2,2.9,3.1,11.5,.376,.425,.171,.393,.627,.419
227,Rodney Stuckey\stuckro01,2014-15,28,IND,NBA,71,26.4,6-5,36,1874,6.4,14.5,5.3,11.8,1.1,2.7,3.4,4.1,0.7,4.1,4.8,4.2,1.1,0.2,2.3,2.5,17.2,.440,.452,.390,.477,.819,.528
228,Tony Allen\allento01,2014-15,33,MEM,NBA,63,26.2,6-4,41,1648,4.9,9.9,4.7,9.3,0.2,0.6,1.7,2.8,2.3,3.9,6.1,1.9,2.8,0.7,1.9,3.6,11.8,.495,.505,.345,.505,.627,.528
229,Matthew Dellavedova\dellama01,2014-15,24,CLE,NBA,67,20.6,6-4,13,1380,2.9,8.0,1.1,3.7,1.8,4.4,0.8,1.0,1.0,2.3,3.3,5.3,0.6,0.1,1.6,4.0,8.3,.362,.307,.407,.472,.763,.493
230,Wayne Ellington\ellinwa01,2014-15,27,LAL,NBA,65,25.8,6-4,36,1675,5.5,13.3,3.5,8.0,1.9,5.2,1.1,1.4,0.7,3.8,4.5,2.3,0.7,0.0,1.1,1.7,14.0,.412,.439,.370,.485,.813,.504
231,Randy Foye\foyera01,2014-15,31,DEN,NBA,50,21.7,6-4,21,1087,4.9,13.3,1.8,4.6,3.1,8.7,1.5,1.8,0.3,2.5,2.8,3.9,1.1,0.4,2.0,3.2,14.4,.368,.388,.357,.485,.818,.510
232,Eric Gordon\gordoer01,2014-15,26,NOP,NBA,61,33.1,6-4,60,2018,5.1,12.4,2.6,6.8,2.5,5.6,1.9,2.4,0.5,2.3,2.8,4.1,0.9,0.2,2.2,2.6,14.6,.411,.380,.448,.512,.805,.544
233,Willie Green\greenwi01,2014-15,33,ORL,NBA,52,18.3,6-4,2,951,4.5,11.6,2.9,7.0,1.6,4.6,1.1,1.3,0.5,2.5,3.0,2.6,1.0,0.2,1.8,3.1,11.6,.386,.411,.347,.454,.824,.477
234,Gary Harris\harriga01,2014-15,20,DEN,NBA,55,13.1,6-4,6,719,3.3,10.9,2.3,5.7,1.1,5.2,1.8,2.4,1.1,2.2,3.2,1.5,2.0,0.4,1.9,3.6,9.4,.304,.395,.204,.353,.745,.395
235,Kirk Hinrich\hinriki01,2014-15,34,CHI,NBA,66,24.4,6-4,22,1610,3.2,8.5,1.9,4.8,1.3,3.8,0.8,1.1,0.4,2.3,2.7,3.3,1.0,0.3,1.6,3.2,8.4,.373,.394,.345,.449,.700,.468
236,C.J. McCollum\mccolcj01,2014-15,23,POR,NBA,62,15.7,6-4,3,973,5.9,13.5,3.8,8.4,2.0,5.1,1.9,2.7,0.5,2.8,3.4,2.4,1.6,0.3,1.8,3.0,15.7,.436,.460,.396,.511,.699,.534
237,Jodie Meeks\meeksjo01,2014-15,27,DET,NBA,60,24.4,6-4,0,1462,5.5,13.1,3.6,7.9,1.8,5.2,3.6,3.9,0.3,2.3,2.6,1.9,1.5,0.1,1.4,1.9,16.3,.416,.460,.349,.485,.906,.548
238,Gary Neal\nealga01,2014-15,30,TOT,NBA,54,22.1,6-4,1,1193,5.7,15.2,4.2,10.2,1.5,4.9,3.5,4.1,0.4,3.5,3.9,3.0,0.7,0.0,2.0,2.7,16.4,.374,.407,.305,.423,.867,.483
239,Victor Oladipo\oladivi01,2014-15,22,ORL,NBA,72,35.7,6-4,71,2573,6.6,15.2,5.4,11.7,1.2,3.5,3.7,4.5,0.7,3.5,4.2,4.1,1.7,0.3,2.9,2.6,18.1,.436,.464,.339,.474,.819,.527
240,Elfrid Payton\paytoel01,2014-15,20,ORL,NBA,82,30.4,6-4,63,2489,4.4,10.2,4.2,9.6,0.2,0.6,1.7,3.1,1.5,3.5,5.0,7.7,2.1,0.3,2.9,2.8,10.6,.425,.435,.262,.433,.551,.456
241,J.J. Redick\redicjj01,2014-15,30,LAC,NBA,78,30.9,6-4,78,2409,6.7,14.0,3.7,7.2,3.0,6.8,2.7,3.0,0.3,2.2,2.5,2.0,0.6,0.1,1.4,2.0,19.1,.477,.515,.437,.583,.901,.622
242,Austin Rivers\riverau01,2014-15,22,TOT,NBA,76,20.6,6-4,5,1563,4.7,11.4,3.8,8.4,0.9,3.0,2.0,2.9,0.6,2.9,3.5,3.6,1.1,0.3,1.5,3.4,12.2,.409,.449,.298,.449,.675,.481
243,Marcus Smart\smartma01,2014-15,20,BOS,NBA,67,27.0,6-4,38,1808,3.5,9.5,1.7,4.1,1.8,5.4,1.6,2.5,1.2,3.2,4.4,4.1,2.0,0.4,1.8,3.5,10.4,.367,.410,.335,.462,.646,.491
244,Dwyane Wade\wadedw01,2014-15,33,MIA,NBA,62,31.8,6-4,62,1971,9.3,19.8,8.8,17.9,0.5,1.9,5.2,6.8,1.1,2.9,4.0,5.5,1.3,0.4,3.8,1.9,24.3,.470,.489,.284,.483,.768,.534
245,Dion Waiters\waitedi01,2014-15,23,TOT,NBA,80,27.6,6-4,23,2208,6.1,15.4,4.9,11.4,1.2,4.0,1.9,2.8,0.7,2.5,3.1,2.7,1.5,0.3,1.8,2.5,15.3,.396,.431,.297,.435,.680,.460
246,John Wall\walljo01,2014-15,24,WAS,NBA,79,35.9,6-4,79,2837,6.6,14.8,5.8,12.0,0.8,2.8,3.6,4.6,0.5,4.2,4.6,10.1,1.8,0.6,3.9,2.3,17.6,.445,.478,.300,.473,.785,.523
247,Leandro Barbosa\barbole01,2014-15,32,GSW,NBA,66,14.9,6-3,1,982,6.7,14.2,5.1,10.0,1.6,4.1,2.1,2.7,0.8,2.5,3.3,3.6,1.5,0.3,1.6,3.2,17.1,.474,.511,.384,.530,.784,.558
248,Jerryd Bayless\bayleje01,2014-15,26,MIL,NBA,77,22.3,6-3,4,1717,4.6,10.8,3.8,8.3,0.8,2.5,2.5,2.9,0.5,4.0,4.4,4.9,1.2,0.3,2.8,3.4,12.5,.426,.462,.308,.462,.883,.519
249,Steve Blake\blakest01,2014-15,34,POR,NBA,81,18.9,6-3,0,1529,2.9,7.7,1.1,2.5,1.8,5.2,0.7,1.0,0.4,2.8,3.2,6.8,1.0,0.1,2.4,2.8,8.2,.373,.417,.352,.491,.707,.507
250,Stephen Curry\curryst01,2014-15,26,GSW,NBA,80,32.7,6-3,80,2613,9.0,18.5,5.1,9.6,3.9,8.9,4.2,4.6,0.8,3.9,4.7,8.5,2.2,0.2,3.4,2.2,26.2,.487,.528,.443,.594,.914,.638
251,Goran Dragic\dragigo01,2014-15,28,TOT,NBA,78,33.8,6-3,78,2640,6.8,13.7,5.6,10.1,1.2,3.5,2.5,3.2,1.1,2.6,3.7,4.8,1.1,0.2,2.4,2.7,17.4,.501,.555,.347,.546,.774,.577
252,Monta Ellis\ellismo01,2014-15,29,DAL,NBA,80,33.7,6-3,80,2699,8.0,18.1,6.9,14.3,1.1,3.8,3.0,4.0,0.5,2.1,2.5,4.4,2.0,0.3,2.6,2.6,20.2,.445,.487,.285,.475,.752,.509
253,Ben Gordon\gordobe01,2014-15,31,ORL,NBA,56,14.1,6-3,0,790,5.9,13.4,4.3,9.0,1.6,4.4,2.6,3.1,0.3,2.6,2.9,2.3,0.6,0.0,2.5,2.7,15.9,.437,.475,.361,.497,.836,.538
254,Devin Harris\harride01,2014-15,31,DAL,NBA,76,22.2,6-3,3,1685,4.7,11.2,2.6,5.5,2.0,5.7,2.8,3.5,0.3,2.6,2.9,5.1,1.7,0.3,1.8,3.1,14.2,.418,.481,.357,.509,.815,.559
255,Kyrie Irving\irvinky01,2014-15,22,CLE,NBA,75,36.4,6-3,75,2730,7.6,16.3,5.6,11.3,2.1,5.0,4.2,4.8,0.7,2.4,3.1,5.1,1.5,0.3,2.5,1.9,21.5,.468,.491,.415,.532,.863,.583
256,Jarrett Jack\jackja01,2014-15,31,BRK,NBA,80,28.0,6-3,27,2241,5.8,13.1,5.1,10.8,0.6,2.3,3.2,3.6,0.3,3.6,3.9,6.0,1.2,0.2,3.1,2.3,15.4,.439,.477,.267,.463,.881,.522
257,Reggie Jackson\jacksre01,2014-15,24,TOT,NBA,77,29.5,6-3,40,2268,6.9,15.8,5.7,12.0,1.1,3.8,2.9,3.5,0.9,4.3,5.2,7.3,1.0,0.1,3.0,2.7,17.7,.434,.477,.299,.470,.830,.511
258,Cory Joseph\josepco01,2014-15,23,SAS,NBA,79,18.3,6-3,14,1444,5.2,10.2,4.8,9.1,0.4,1.1,2.6,3.6,1.1,3.7,4.8,4.7,1.1,0.4,1.7,2.6,13.3,.504,.520,.364,.523,.734,.564
259,Brandon Knight\knighbr03,2014-15,23,TOT,NBA,63,32.3,6-3,61,2035,6.6,15.7,4.4,10.0,2.2,5.7,3.4,3.9,0.5,3.8,4.3,5.8,1.6,0.2,3.3,2.0,18.9,.422,.441,.389,.493,.874,.543
260,Damian Lillard\lillada01,2014-15,24,POR,NBA,82,35.7,6-3,82,2925,7.3,16.7,4.8,9.7,2.4,7.0,4.2,4.9,0.6,4.0,4.7,6.2,1.2,0.3,2.7,2.0,21.2,.434,.500,.343,.506,.864,.560
261,Jeremy Lin\linje01,2014-15,26,LAL,NBA,74,25.8,6-3,30,1907,5.2,12.3,4.0,9.0,1.2,3.3,4.0,5.1,0.5,3.2,3.7,6.4,1.5,0.6,3.1,3.6,15.7,.424,.444,.369,.473,.795,.539
262,Shelvin Mack\macksh01,2014-15,24,ATL,NBA,55,15.1,6-3,0,833,5.1,12.6,3.3,7.1,1.7,5.5,1.1,1.3,0.3,3.1,3.4,6.7,1.3,0.1,2.1,1.4,12.9,.401,.467,.315,.469,.806,.489
263,Ray McCallum\mccalra01,2014-15,23,SAC,NBA,68,21.1,6-3,30,1436,5.2,11.8,4.3,9.0,0.9,2.8,1.4,2.1,1.3,3.2,4.5,4.7,1.1,0.3,2.1,2.3,12.6,.438,.479,.306,.474,.679,.496
264,Andre Miller\millean02,2014-15,38,TOT,NBA,81,15.5,6-3,0,1253,4.2,8.3,4.0,7.4,0.2,1.0,1.7,2.2,1.1,3.3,4.4,8.2,0.9,0.2,3.0,3.0,10.2,.500,.539,.206,.512,.753,.548
265,Pablo Prigioni\prigipa01,2014-15,37,TOT,NBA,67,17.9,6-3,3,1197,2.7,6.9,1.0,1.9,1.7,5.0,1.1,1.2,0.9,2.7,3.6,5.1,2.4,0.0,1.9,2.6,8.2,.399,.548,.343,.524,.854,.557
266,Derrick Rose\rosede01,2014-15,26,CHI,NBA,51,30.0,6-3,51,1530,8.0,19.6,6.2,13.3,1.8,6.4,3.6,4.4,0.8,3.0,3.8,5.9,0.8,0.4,3.8,1.5,21.3,.405,.465,.280,.450,.813,.493
267,Ramon Sessions\sessira01,2014-15,28,TOT,NBA,64,18.6,6-3,10,1188,3.8,10.1,3.2,8.3,0.6,1.8,4.0,5.2,0.7,3.7,4.4,5.5,0.9,0.0,2.6,2.2,12.2,.374,.387,.317,.403,.769,.490
268,Donald Sloan\sloando01,2014-15,27,IND,NBA,53,20.9,6-3,21,1107,4.7,11.5,3.4,7.3,1.3,4.3,2.0,2.5,0.4,4.3,4.7,6.2,0.7,0.0,2.1,1.5,12.7,.408,.464,.313,.466,.779,.503
269,Beno Udrih\udrihbe01,2014-15,32,MEM,NBA,79,18.9,6-3,12,1494,5.9,12.2,5.3,9.8,0.6,2.3,2.1,2.5,0.5,3.0,3.4,5.3,1.1,0.2,2.1,2.1,14.6,.487,.539,.268,.513,.853,.550
270,Russell Westbrook\westbru01,2014-15,26,OKC,NBA,67,34.4,6-3,67,2302,9.8,23.0,8.5,18.5,1.3,4.5,8.5,10.2,1.9,5.7,7.6,9.0,2.2,0.2,4.6,2.9,29.5,.426,.457,.299,.455,.835,.536
271,Deron Williams\willide01,2014-15,30,BRK,NBA,68,31.1,6-3,55,2114,5.1,13.1,3.6,9.1,1.5,4.0,3.4,4.1,0.5,3.5,4.0,7.6,1.1,0.3,2.6,2.7,15.1,.387,.395,.367,.443,.834,.504
272,Avery Bradley\bradlav01,2014-15,24,BOS,NBA,77,31.5,6-2,77,2428,6.4,15.0,4.6,9.8,1.8,5.2,1.2,1.5,0.7,2.9,3.6,2.0,1.2,0.2,1.6,2.6,15.9,.429,.470,.352,.490,.790,.507
273,Mario Chalmers\chalmma01,2014-15,28,MIA,NBA,80,29.6,6-2,37,2368,4.1,10.1,2.9,6.3,1.1,3.8,3.1,4.0,0.4,2.8,3.1,4.7,1.9,0.2,2.6,3.8,12.4,.403,.467,.294,.458,.774,.521
274,Norris Cole\coleno01,2014-15,26,TOT,NBA,75,24.4,6-2,25,1831,4.5,11.0,3.4,7.5,1.1,3.5,1.1,1.6,0.3,2.9,3.1,5.0,1.1,0.3,1.9,2.4,11.3,.412,.458,.313,.461,.716,.483
275,Jimmer Fredette\fredeji01,2014-15,25,NOP,NBA,50,10.2,6-2,0,509,4.5,11.7,3.8,8.3,0.6,3.4,3.0,3.2,0.6,2.3,2.8,4.1,1.1,0.1,2.3,3.0,12.6,.380,.458,.188,.407,.956,.479
276,Tony Parker\parketo01,2014-15,32,SAS,NBA,68,28.7,6-2,68,1953,7.4,15.3,6.7,13.7,0.7,1.6,2.4,3.1,0.3,2.1,2.4,6.2,0.8,0.0,2.7,2.0,18.0,.486,.493,.427,.508,.783,.539
277,Jeff Teague\teaguje01,2014-15,26,ATL,NBA,73,30.5,6-2,72,2228,6.6,14.3,5.4,11.0,1.1,3.3,4.4,5.2,0.5,2.5,3.0,8.3,2.0,0.5,3.3,2.2,18.8,.460,.496,.343,.500,.862,.566
278,Jason Terry\terryja01,2014-15,37,HOU,NBA,77,21.3,6-2,18,1641,4.1,9.8,1.4,2.7,2.8,7.1,0.9,1.1,0.3,2.3,2.7,3.2,1.4,0.4,1.6,2.5,11.9,.422,.504,.390,.563,.813,.579
279,C.J. Watson\watsocj01,2014-15,30,IND,NBA,57,24.9,6-2,21,1422,4.6,10.6,2.8,6.1,1.8,4.4,3.5,4.2,0.5,3.7,4.1,5.3,1.4,0.2,2.5,2.7,14.4,.434,.459,.400,.518,.826,.581
280,Patrick Beverley\beverpa01,2014-15,26,HOU,NBA,56,30.8,6-1,55,1727,4.3,11.1,1.9,4.4,2.4,6.7,0.9,1.3,1.4,3.5,4.9,4.0,1.2,0.5,1.7,3.8,11.8,.383,.426,.356,.492,.750,.509
281,Eric Bledsoe\bledser01,2014-15,25,PHO,NBA,81,34.6,6-1,81,2800,6.0,13.4,4.9,10.0,1.1,3.5,4.5,5.7,0.9,4.5,5.4,6.3,1.6,0.6,3.5,2.4,17.7,.447,.491,.324,.489,.800,.555
282,Trey Burke\burketr01,2014-15,22,UTA,NBA,76,30.1,6-1,43,2288,5.8,15.8,3.9,9.7,2.0,6.1,1.7,2.3,0.5,2.7,3.2,5.2,1.0,0.2,2.0,1.9,15.3,.368,.400,.318,.430,.752,.455
283,Mike Conley\conlemi01,2014-15,27,MEM,NBA,70,31.8,6-1,70,2225,6.4,14.3,4.6,9.8,1.7,4.5,3.5,4.0,0.5,2.9,3.4,6.1,1.4,0.2,2.5,2.2,17.9,.446,.473,.386,.506,.859,.558
284,Shabazz Napier\napiesh01,2014-15,23,MIA,NBA,51,19.8,6-1,10,1012,3.1,8.1,1.6,3.9,1.5,4.2,1.6,2.0,0.6,3.4,4.0,4.6,1.4,0.1,2.9,2.7,9.3,.382,.400,.364,.476,.786,.517
285,Brian Roberts\roberbr01,2014-15,29,CHO,NBA,72,18.5,6-1,10,1330,4.8,12.2,3.1,7.0,1.7,5.2,1.8,2.0,0.4,2.6,3.0,4.4,0.9,0.2,1.5,2.0,13.0,.389,.440,.321,.458,.892,.495
286,Rajon Rondo\rondora01,2014-15,28,TOT,NBA,68,29.7,6-1,68,2018,4.9,11.5,4.4,10.0,0.5,1.5,0.6,1.4,1.3,5.4,6.7,9.6,1.6,0.1,3.7,2.7,10.8,.426,.444,.314,.447,.397,.448
287,Dennis Schroder\schrode01,2014-15,21,ATL,NBA,77,19.7,6-1,10,1516,6.7,15.8,5.5,12.3,1.2,3.5,3.5,4.3,0.7,3.2,3.9,7.5,1.2,0.1,3.6,3.0,18.2,.427,.449,.351,.466,.827,.516
288,Kemba Walker\walkeke02,2014-15,24,CHO,NBA,62,34.2,6-1,58,2119,6.4,16.7,5.0,11.9,1.4,4.8,4.0,4.8,0.6,3.1,3.7,5.4,1.5,0.5,1.7,1.6,18.3,.385,.418,.304,.429,.827,.486
289,Lou Williams\willilo02,2014-15,28,TOR,NBA,80,25.2,6-1,0,2016,6.7,16.6,4.0,8.6,2.7,8.0,6.1,7.1,0.4,2.3,2.7,2.9,1.6,0.2,1.8,1.8,22.2,.404,.464,.340,.486,.861,.564
290,Mo Williams\willima01,2014-15,32,TOT,NBA,68,29.1,6-1,33,1980,6.2,15.6,4.0,9.3,2.2,6.3,3.0,3.4,0.4,2.8,3.2,7.7,0.8,0.3,3.1,2.9,17.5,.397,.434,.342,.466,.872,.512
291,D.J. Augustin\augusdj01,2014-15,27,TOT,NBA,82,24.0,6-0,14,1964,4.7,11.9,3.2,7.4,1.5,4.5,3.3,3.8,0.4,2.6,3.0,6.5,0.9,0.1,2.7,1.7,14.2,.399,.436,.337,.463,.868,.527
292,J.J. Barea\bareajo01,2014-15,30,DAL,NBA,77,17.7,6-0,10,1362,5.9,14.2,4.5,9.8,1.4,4.4,2.0,2.5,0.6,2.9,3.5,7.0,0.9,0.0,1.9,2.7,15.3,.420,.463,.323,.470,.809,.502
293,Aaron Brooks\brookaa01,2014-15,30,CHI,NBA,82,23.0,6-0,21,1885,6.6,15.6,4.3,9.6,2.3,6.0,2.8,3.3,0.6,2.6,3.2,5.0,1.0,0.3,3.0,3.6,18.2,.421,.442,.387,.495,.833,.534
294,Kyle Lowry\lowryky01,2014-15,28,TOR,NBA,70,34.5,6-0,70,2414,6.4,15.6,4.4,9.7,2.0,5.8,3.8,4.7,0.8,4.1,4.9,7.1,1.6,0.2,2.6,3.2,18.6,.412,.457,.338,.476,.808,.527
295,Patty Mills\millspa02,2014-15,26,SAS,NBA,51,15.7,6-0,0,801,5.8,15.1,3.0,6.9,2.8,8.2,1.5,1.8,0.9,2.4,3.4,3.9,1.3,0.1,1.6,2.6,15.8,.381,.429,.341,.473,.825,.496
296,Jameer Nelson\nelsoja01,2014-15,32,TOT,NBA,63,22.3,6-0,29,1407,5.2,12.9,3.0,6.3,2.3,6.6,0.6,0.9,0.8,2.9,3.7,6.5,1.2,0.2,2.8,3.5,13.4,.407,.472,.345,.495,.667,.503
297,Chris Paul\paulch01,2014-15,29,LAC,NBA,82,34.8,6-0,82,2857,7.2,14.7,5.4,10.3,1.8,4.4,3.6,4.0,0.7,4.1,4.7,10.6,2.0,0.2,2.4,2.6,19.7,.485,.523,.398,.545,.900,.596
298,Ish Smith\smithis01,2014-15,26,TOT,NBA,55,15.1,6-0,14,832,6.2,15.9,5.4,13.3,0.8,2.6,1.5,2.5,0.6,3.7,4.3,7.8,1.6,0.3,3.4,2.2,14.6,.390,.407,.300,.414,.596,.431
299,Shane Larkin\larkish01,2014-15,22,NYK,NBA,76,24.5,5-11,22,1865,3.6,8.3,2.9,6.1,0.7,2.2,1.2,1.5,0.6,2.8,3.4,4.4,1.8,0.2,1.6,2.9,9.1,.433,.481,.302,.473,.782,.504
300,Ty Lawson\lawsoty01,2014-15,27,DEN,NBA,75,35.5,5-11,75,2665,5.5,12.5,4.5,9.7,0.9,2.8,3.6,4.9,0.6,2.6,3.2,9.7,1.2,0.1,2.5,1.7,15.4,.436,.463,.341,.474,.730,.526
301,Phil Pressey\pressph01,2014-15,23,BOS,NBA,50,12.0,5-11,0,600,3.8,10.4,2.9,6.5,1.0,3.9,2.0,2.9,0.8,4.0,4.8,7.0,1.8,0.4,2.5,3.2,10.6,.368,.440,.246,.414,.673,.453
302,Isaiah Thomas\thomais02,2014-15,25,TOT,NBA,67,25.8,5-9,1,1726,7.0,16.6,4.3,9.4,2.7,7.2,6.3,7.3,0.7,2.5,3.2,5.9,1.2,0.1,3.0,3.1,23.0,.420,.457,.373,.501,.868,.579
