player_year,MP_x,tchs,2P,3P,3PA,FTr,TS%_x,ORB,TRB,AST%,STL%,BLK%,3PAr,DWS,DBPM,dist,dfga,label
Evan Fournier/2015-16,32.5,47.9,3.8,2.2,5.5,0.256,0.5870000000000001,0.5,3.2,12.8,1.9,0.1,0.42,1.7,-1.5,2.37125,1.95,1
Khris Middleton/2015-16,36.1,54.5,4.6,1.8,4.6,0.273,0.56,0.6,3.8,18.9,2.3,0.6,0.316,1.8,-1.6,2.37146341463,1.86585365854,8
Wesley Matthews/2014-15,33.7,48.15,2.9,3.1,7.9,0.193,0.586,0.7,3.9,10.8,1.9,0.4,0.5920000000000001,2.2,0.1,2.37433333333,1.4,1
John Wall/2014-15,35.9,94.9655172414,5.8,0.8,2.8,0.31,0.523,0.5,4.6,46.3,2.5,1.3,0.18600000000000003,4.2,1.1,2.37701149425,1.41379310345,10
Jabari Parker/2016-17,33.9,63.568627451000005,7.0,1.4,3.7,0.268,0.563,1.6,6.5,14.3,1.5,1.1,0.21899999999999997,1.5,-1.3,2.37764705882,3.6274509803900004,8
Marcus Morris/2015-16,35.7,52.183908046000006,3.8,1.4,3.8,0.287,0.531,1.1,5.1,11.0,1.2,0.6,0.315,2.5,0.5,2.3781609195400004,2.12643678161,1
John Wall/2015-16,36.2,98.2337662338,5.9,1.5,4.2,0.255,0.51,0.5,4.9,46.2,2.5,1.7,0.243,3.5,1.0,2.38376623377,1.92207792208,10
Andrew Wiggins/2016-17,37.2,50.3253012048,7.2,1.2,3.4,0.345,0.534,1.2,3.9,10.6,1.4,0.8,0.184,0.9,-2.9,2.3865060241,3.3012048192799996,1
Kentavious CaldwellPope/2015-16,36.7,37.6976744186,3.7,1.5,4.8,0.23800000000000002,0.521,0.9,3.6,7.8,2.0,0.5,0.384,2.7,0.6,2.39069767442,1.41860465116,11
Goran Dragic/2014-15,33.8,67.30864197529999,5.6,1.2,3.5,0.23399999999999999,0.5770000000000001,1.1,3.7,22.8,1.5,0.5,0.258,1.4,-1.4,2.3929629629599996,2.0,4
Stephen Curry/2016-17,33.4,77.0208333333,4.8,4.4,10.8,0.251,0.624,0.8,4.8,31.1,2.6,0.5,0.547,3.9,-0.4,2.42135416667,1.7395833333300001,2
Ben McLemore/2014-15,32.6,39.9268292683,3.0,1.9,5.3,0.193,0.552,0.4,3.2,8.4,1.5,0.6,0.47100000000000003,0.8,-1.3,2.42292682927,2.15853658537,11
Trevor Ariza/2014-15,35.7,55.2929292929,2.1,2.4,6.8,0.157,0.539,0.9,5.6,11.1,2.6,0.5,0.61,3.9,1.3,2.42838383838,2.15151515152,8
Stephen Curry/2014-15,32.7,81.4174757282,5.1,3.9,8.9,0.251,0.638,0.8,4.7,38.6,3.0,0.5,0.48200000000000004,4.1,0.3,2.4321359223299996,1.4368932038799997,2
Kemba Walker/2015-16,35.6,89.5056179775,4.8,2.3,6.1,0.32899999999999996,0.5539999999999999,0.7,4.5,25.7,2.2,1.1,0.368,3.6,0.0,2.43584269663,2.39325842697,2
Andrew Wiggins/2014-15,36.2,42.6341463415,5.6,0.5,1.5,0.41,0.517,1.6,4.5,9.8,1.5,1.3,0.111,0.0,-1.8,2.43890243902,3.2073170731700005,1
Bradley Beal/2014-15,33.4,56.6,4.4,1.8,4.4,0.195,0.521,1.0,4.1,15.0,1.8,0.7,0.304,2.4,-0.1,2.44306666667,1.92,8
Jimmy Butler/2016-17,37.0,66.17647058819999,6.1,1.2,3.2,0.54,0.586,1.7,6.0,24.8,2.6,0.9,0.198,3.8,1.1,2.44882352941,2.37647058824,4
KarlAnthony Towns/2016-17,37.0,70.5301204819,8.3,1.2,3.3,0.289,0.618,3.5,12.0,13.2,1.0,2.9,0.18600000000000003,2.8,0.3,2.4609638554199997,7.38554216867,4
Damian Lillard/2015-16,35.7,88.86206896549999,5.2,3.1,8.2,0.315,0.56,0.6,4.1,33.6,1.2,0.8,0.414,1.4,-2.2,2.48022988506,1.5287356321799999,2
CJ McCollum/2016-17,35.0,61.6823529412,6.5,2.4,5.7,0.204,0.585,0.8,3.7,18.0,1.3,1.2,0.305,1.4,-2.2,2.48470588235,2.25882352941,8
Damian Lillard/2014-15,35.7,87.05747126440001,4.8,2.4,7.0,0.293,0.56,0.6,4.7,29.0,1.7,0.5,0.42100000000000004,3.3,0.0,2.52068965517,1.4482758620700003,2
Victor Oladipo/2014-15,35.7,65.5277777778,5.4,1.2,3.5,0.295,0.527,0.7,4.2,19.3,2.4,0.6,0.228,2.0,-0.5,2.52958333333,2.3611111111099996,4
CJ McCollum/2015-16,34.8,68.9130434783,5.7,2.6,6.1,0.158,0.544,0.6,3.4,21.6,1.7,0.6,0.33,1.7,-2.0,2.60532608696,2.04347826087,4
Jimmy Butler/2014-15,38.7,57.645569620299995,5.0,1.0,2.8,0.508,0.583,1.6,5.4,14.4,2.3,1.0,0.212,3.0,0.6,2.7297468354400003,2.8354430379699997,8
Quincy Acy/2014-15,18.9,30.8,3.7,0.5,1.7,0.293,0.5329999999999999,2.2,8.4,8.7,1.1,1.4,0.18100000000000002,0.7,-0.8,1.33,2.0,5
