Rk,Player,Season,Age,Tm,Lg,G,MP,TS%,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11,Clint Capela\capelca01,2016-17,22,HOU,NBA,65,23.9,.638,59,1551,21.4,.000,.314,12.5,24.5,18.5,6.9,1.1,4.2,12.0,19.9,122,106,3.9,2.1,6.0,.185,0.0,1.0,1.0,1.2
12,Ian Clark\clarkia01,2016-17,25,GSW,NBA,77,14.8,.575,0,1137,13.1,.376,.134,2.3,9.1,5.9,11.2,1.7,0.6,10.7,19.5,108,108,1.0,1.3,2.3,.099,-0.6,-1.4,-2.0,0.0
13,Darren Collison\collida01,2016-17,29,SAC,NBA,68,30.3,.570,64,2063,15.3,.245,.239,1.3,7.2,4.3,24.5,1.6,0.4,12.6,19.8,113,114,3.1,0.8,3.9,.091,0.8,-2.3,-1.5,0.3
14,Mike Conley\conlemi01,2016-17,29,MEM,NBA,69,33.2,.604,68,2292,23.2,.415,.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,121,108,7.5,2.5,10.0,.209,6.5,-0.7,5.8,4.5
15,Allen Crabbe\crabbal01,2016-17,24,POR,NBA,79,28.5,.602,7,2254,11.6,.467,.192,0.9,10.2,5.5,6.1,1.2,0.7,8.1,14.9,117,114,3.1,1.0,4.1,.088,0.3,-1.4,-1.1,0.5
16,Jae Crowder\crowdja01,2016-17,26,BOS,NBA,72,32.4,.613,72,2335,14.9,.547,.301,2.3,17.3,9.9,10.1,1.5,0.8,8.8,17.0,119,109,4.2,2.5,6.7,.137,1.4,0.1,1.5,2.1
17,Dante Cunningham\cunnida01,2016-17,29,NOP,NBA,66,25.0,.586,35,1649,10.2,.504,.075,3.6,14.2,8.9,3.1,1.2,1.4,7.0,10.7,114,109,1.4,1.6,3.0,.088,-1.3,0.8,-0.5,0.6
18,Seth Curry\curryse01,2016-17,26,DAL,NBA,70,29.0,.601,42,2029,15.5,.458,.142,1.4,9.2,5.1,15.9,2.0,0.3,11.0,19.5,113,110,2.9,1.7,4.6,.109,1.8,-0.4,1.4,1.7
19,Stephen Curry\curryst01,2016-17,28,GSW,NBA,79,33.4,.624,79,2638,24.6,.547,.251,2.7,11.4,7.3,31.1,2.6,0.5,13.0,30.1,119,105,8.6,3.9,12.6,.229,7.7,-0.4,7.3,6.2
20,Anthony Davis\davisan02,2016-17,23,NOP,NBA,75,36.1,.579,75,2708,27.5,.088,.424,6.7,27.9,17.3,11.1,1.7,5.1,9.1,32.6,112,102,5.9,5.1,11.0,.196,1.4,2.3,3.7,3.9
21,Dewayne Dedmon\dedmode01,2016-17,27,SAS,NBA,76,17.5,.645,37,1330,16.0,.000,.359,11.2,30.5,21.1,4.8,1.4,3.7,16.9,12.3,122,99,2.2,3.0,5.2,.188,-1.5,3.2,1.7,1.2
22,Spencer Dinwiddie\dinwisp01,2016-17,23,BRK,NBA,59,22.6,.581,18,1334,12.7,.334,.526,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,116,112,1.9,0.9,2.8,.101,-0.7,-0.2,-0.9,0.4
23,Goran Dragic\dragigo01,2016-17,30,MIA,NBA,73,33.7,.575,73,2459,19.7,.257,.335,2.7,9.9,6.3,29.0,1.8,0.4,14.1,27.1,112,109,5.0,2.6,7.5,.147,3.4,-0.7,2.7,2.9
24,Jared Dudley\dudleja01,2016-17,31,PHO,NBA,64,21.3,.579,7,1362,10.6,.587,.188,2.4,15.9,9.0,12.5,1.5,0.9,16.1,13.7,110,113,1.1,0.7,1.8,.065,-0.1,-0.1,-0.2,0.6
25,Mike Dunleavy\dunlemi02,2016-17,36,TOT,NBA,53,15.9,.573,2,841,10.1,.609,.205,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14.0,112,111,0.8,0.7,1.5,.086,-1.0,-1.2,-2.2,0.0
26,Kevin Durant\duranke01,2016-17,28,GSW,NBA,62,33.4,.651,62,2070,27.6,.304,.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,125,101,8.0,4.0,12.0,.277,5.4,2.6,8.0,5.2
27,James Ennis\ennisja01,2016-17,26,MEM,NBA,64,23.5,.581,28,1501,10.6,.427,.343,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13.0,112,108,1.4,1.7,3.2,.101,-1.0,1.0,0.0,0.8
28,Kenneth Faried\farieke01,2016-17,27,DEN,NBA,61,21.2,.588,34,1296,20.3,.014,.454,15.7,23.6,19.7,6.3,1.6,2.4,10.4,18.3,123,110,3.4,1.2,4.6,.169,0.9,-0.1,0.8,0.9
29,Cristiano Felicio\feliccr01,2016-17,24,CHI,NBA,66,15.8,.601,0,1040,15.2,.000,.419,12.8,19.5,16.1,5.7,1.2,1.2,11.2,12.4,126,107,2.1,1.3,3.4,.157,-0.6,0.5,-0.1,0.5
30,Channing Frye\fryech01,2016-17,33,CLE,NBA,74,18.9,.612,15,1398,15.6,.644,.142,3.0,19.3,11.4,4.9,1.2,2.1,8.8,19.3,115,109,2.3,1.4,3.7,.125,0.8,-1.5,-0.6,0.5
31,Danilo Gallinari\gallida01,2016-17,28,DEN,NBA,63,33.9,.622,63,2134,17.4,.432,.516,2.0,14.7,8.4,9.1,0.9,0.5,8.1,19.9,126,115,6.2,0.7,6.9,.154,2.9,-2.1,0.8,1.5
32,Pau Gasol\gasolpa01,2016-17,36,SAS,NBA,64,25.4,.578,39,1627,20.2,.172,.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,116,102,3.3,3.1,6.4,.189,0.9,2.8,3.7,2.4
33,Paul George\georgpa01,2016-17,26,IND,NBA,75,35.9,.586,75,2689,20.2,.368,.277,2.5,17.9,10.3,16.1,2.2,0.9,12.6,28.9,109,108,4.0,3.1,7.1,.127,3.1,-0.3,2.8,3.2
34,Rudy Gobert\goberru01,2016-17,24,UTA,NBA,81,33.9,.682,81,2744,23.3,.002,.763,13.6,29.5,21.8,5.7,0.9,6.4,15.1,16.7,129,99,8.3,6.0,14.3,.250,1.4,4.5,5.8,5.4
35,Marcin Gortat\gortama01,2016-17,32,WAS,NBA,82,31.2,.593,82,2556,15.5,.003,.236,10.6,26.8,18.7,6.8,0.8,2.1,13.7,14.7,117,108,3.9,2.9,6.8,.128,-0.9,1.2,0.4,1.5
36,JaMychal Green\greenja01,2016-17,26,MEM,NBA,77,27.3,.601,75,2101,13.5,.290,.334,8.8,21.1,14.8,6.3,1.1,1.5,14.1,14.4,117,107,3.1,2.6,5.8,.131,-0.4,1.0,0.6,1.4
37,Blake Griffin\griffbl01,2016-17,27,LAC,NBA,61,34.0,.569,61,2076,22.7,.116,.434,6.1,20.2,13.4,24.5,1.4,0.9,10.9,28.0,115,108,5.4,2.4,7.7,.179,3.2,1.3,4.4,3.4
38,Tim Hardaway\hardati02,2016-17,24,ATL,NBA,79,27.3,.568,30,2154,15.2,.457,.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,110,109,2.7,2.1,4.8,.107,1.3,-1.5,-0.3,0.9
39,James Harden\hardeja01,2016-17,27,HOU,NBA,81,36.4,.613,81,2947,27.3,.493,.575,3.5,20.9,12.2,50.7,2.0,1.0,19.5,34.2,118,107,11.5,3.6,15.0,.245,8.7,1.5,10.1,9.0
40,Maurice Harkless\harklma01,2016-17,23,POR,NBA,77,28.9,.570,69,2223,13.2,.311,.199,6.2,10.8,8.5,6.0,1.9,2.5,11.1,15.1,112,110,2.4,1.9,4.2,.092,0.0,0.8,0.8,1.5
41,Montrezl Harrell\harremo01,2016-17,23,HOU,NBA,58,18.3,.662,14,1064,19.2,.020,.351,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,129,110,3.1,1.0,4.1,.183,0.8,0.2,0.9,0.8
42,Gary Harris\harriga01,2016-17,22,DEN,NBA,57,31.3,.611,56,1782,16.5,.400,.210,3.0,8.0,5.5,13.6,1.9,0.3,9.8,18.4,121,114,3.9,0.7,4.6,.124,3.1,-1.6,1.5,1.6
43,Tobias Harris\harrito02,2016-17,24,DET,NBA,82,31.3,.568,48,2567,16.9,.295,.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,113,108,4.0,2.8,6.9,.129,1.1,0.1,1.2,2.1
44,Gordon Hayward\haywago01,2016-17,26,UTA,NBA,73,34.5,.595,73,2516,22.2,.324,.371,2.3,15.4,9.0,18.2,1.5,0.6,9.4,27.6,118,106,7.1,3.3,10.4,.199,4.2,0.0,4.2,4.0
45,Juan Hernangomez\hernaju01,2016-17,21,DEN,NBA,62,13.6,.592,9,842,13.3,.504,.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,117,112,1.2,0.6,1.8,.103,-0.1,-1.2,-1.3,0.1
46,Nene Hilario\hilarne01,2016-17,34,HOU,NBA,67,17.9,.630,8,1198,18.9,.023,.496,8.6,16.9,12.8,8.6,2.2,2.7,13.1,19.7,118,106,2.5,1.6,4.1,.165,-0.4,0.9,0.5,0.8
47,Richaun Holmes\holmeri01,2016-17,23,PHI,NBA,57,20.9,.611,17,1193,18.6,.187,.250,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,117,106,2.2,1.6,3.7,.151,0.2,1.5,1.7,1.1
48,Dwight Howard\howardw01,2016-17,31,ATL,NBA,74,29.7,.627,74,2199,20.8,.003,.692,15.0,31.7,23.5,7.8,1.4,3.6,17.5,19.2,115,100,3.8,4.5,8.3,.181,-0.5,2.8,2.3,2.4
49,Andre Iguodala\iguodan01,2016-17,33,GSW,NBA,76,26.3,.624,0,1998,14.4,.427,.246,3.0,13.1,8.3,16.7,1.8,1.5,11.2,11.2,129,105,4.1,2.9,6.9,.167,1.3,1.7,3.0,2.5
50,Joe Ingles\inglejo01,2016-17,29,UTA,NBA,82,24.0,.604,26,1972,12.4,.619,.151,1.4,13.5,7.6,17.1,2.6,0.3,18.2,13.9,112,105,2.0,3.0,5.0,.122,0.9,1.8,2.7,2.3
51,Kyrie Irving\irvinky01,2016-17,24,CLE,NBA,72,35.1,.580,72,2525,23.0,.311,.231,2.3,7.5,5.0,29.7,1.6,0.8,10.3,30.8,116,112,7.4,1.5,8.9,.170,4.8,-2.3,2.5,2.9
52,LeBron James\jamesle01,2016-17,32,CLE,NBA,74,37.8,.619,74,2794,27.0,.254,.395,4.0,20.7,12.6,41.3,1.6,1.3,16.1,30.0,119,108,9.8,3.0,12.9,.221,6.8,1.6,8.4,7.3
53,Richard Jefferson\jefferi01,2016-17,36,CLE,NBA,79,20.4,.574,13,1614,8.2,.542,.315,2.0,11.5,6.9,6.6,0.8,0.5,11.8,12.2,111,113,1.3,0.8,2.1,.063,-1.3,-1.0,-2.4,-0.1
54,Amir Johnson\johnsam01,2016-17,29,BOS,NBA,80,20.1,.628,77,1608,15.0,.178,.270,8.2,17.0,12.6,13.0,1.6,3.2,15.7,13.6,121,107,2.9,2.1,5.0,.149,-0.2,2.4,2.2,1.7
55,Nikola Jokic\jokicni01,2016-17,21,DEN,NBA,73,27.9,.640,59,2038,26.4,.163,.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,126,109,7.7,2.0,9.7,.229,6.2,2.2,8.3,5.3
56,DeAndre Jordan\jordade01,2016-17,28,LAC,NBA,81,31.7,.673,81,2570,21.8,.003,.737,13.3,34.6,24.2,5.7,1.0,4.3,13.2,15.3,129,102,7.2,4.6,11.8,.220,1.0,3.0,4.0,3.9
57,Enes Kanter\kanteen01,2016-17,24,OKC,NBA,72,21.3,.599,0,1533,23.7,.052,.387,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,116,107,4.0,1.8,5.8,.183,0.6,-1.9,-1.2,0.3
58,Kyle Korver\korveky01,2016-17,35,TOT,NBA,67,26.2,.635,22,1753,12.1,.697,.082,0.5,11.0,5.9,9.4,1.0,1.0,11.5,15.2,116,111,2.3,1.3,3.7,.101,0.8,-1.0,-0.2,0.8
59,David Lee\leeda02,2016-17,33,SAS,NBA,79,18.7,.613,10,1477,18.4,.000,.269,11.6,21.9,16.9,13.0,1.1,2.2,14.9,16.9,120,103,3.2,2.5,5.7,.186,0.7,2.5,3.2,1.9
60,Kawhi Leonard\leonaka01,2016-17,25,SAS,NBA,74,33.4,.611,74,2474,27.5,.294,.407,3.7,15.7,9.8,18.9,2.7,1.8,9.1,31.1,121,102,8.9,4.7,13.6,.264,6.4,1.5,7.9,6.2
61,Damian Lillard\lillada01,2016-17,26,POR,NBA,75,35.9,.586,75,2694,24.1,.388,.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,118,113,8.8,1.5,10.3,.184,6.4,-2.0,4.3,4.3
62,Shaun Livingston\livinsh01,2016-17,31,GSW,NBA,76,17.7,.568,3,1345,10.1,.009,.190,2.4,9.4,6.2,13.5,1.4,1.2,15.1,12.9,110,108,1.1,1.6,2.6,.094,-2.5,0.5,-2.0,0.0
63,Brook Lopez\lopezbr01,2016-17,28,BRK,NBA,75,29.6,.578,75,2222,20.4,.330,.311,5.8,13.3,9.6,14.8,0.8,4.2,12.1,29.2,108,111,3.1,1.8,4.9,.105,1.9,-0.4,1.5,2.0
64,Kevin Love\loveke01,2016-17,28,CLE,NBA,60,31.4,.573,60,1885,21.1,.449,.340,8.9,29.3,19.5,9.8,1.4,0.9,10.9,26.4,114,107,4.0,2.4,6.4,.163,1.7,-0.9,0.8,1.3
65,Kyle Lowry\lowryky01,2016-17,30,TOR,NBA,60,37.4,.623,60,2244,22.9,.510,.398,2.4,12.1,7.3,29.9,2.0,0.7,13.8,24.9,123,109,7.8,2.3,10.1,.216,7.1,-0.4,6.7,4.9
66,Luc Mbah a Moute\mbahalu01,2016-17,30,LAC,NBA,80,22.3,.581,76,1787,10.3,.291,.230,3.0,7.7,5.4,3.1,2.3,1.6,10.1,11.6,111,109,1.3,1.8,3.1,.084,-0.8,1.5,0.7,1.2
67,C.J. McCollum\mccolcj01,2016-17,25,POR,NBA,80,35.0,.585,80,2796,19.9,.305,.204,2.4,9.2,5.8,18.0,1.3,1.2,9.9,27.5,114,113,6.2,1.4,7.6,.131,3.3,-2.2,1.0,2.1
68,Salah Mejri\mejrisa01,2016-17,30,DAL,NBA,73,12.4,.650,11,905,14.8,.022,.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,121,102,1.3,1.7,3.0,.159,-3.6,3.8,0.2,0.5
69,C.J. Miles\milescj01,2016-17,29,IND,NBA,76,23.4,.592,29,1776,13.7,.632,.144,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,115,111,2.7,1.4,4.0,.109,1.5,-2.1,-0.5,0.7
70,Patty Mills\millspa02,2016-17,28,SAS,NBA,80,21.9,.577,8,1754,15.2,.572,.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,114,107,2.8,2.2,5.1,.139,2.5,-1.2,1.3,1.5
71,Greg Monroe\monrogr01,2016-17,26,MIL,NBA,81,22.5,.572,0,1823,21.1,.006,.329,10.8,23.1,17.0,17.3,2.6,1.8,14.4,24.3,111,105,3.0,2.6,5.6,.147,0.5,1.5,2.0,1.9
72,Mike Muscala\muscami01,2016-17,25,ATL,NBA,70,17.7,.596,3,1237,14.4,.326,.190,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,116,107,1.8,1.6,3.4,.132,-0.4,1.5,1.1,1.0
73,Nerlens Noel\noelne01,2016-17,22,TOT,NBA,51,20.5,.622,19,1047,20.4,.003,.359,9.8,22.3,15.9,8.1,3.1,4.1,12.5,17.6,119,102,2.1,1.9,4.0,.182,-0.5,3.8,3.3,1.4
74,Lucas Nogueira\noguelu01,2016-17,24,TOR,NBA,57,19.1,.682,6,1088,15.5,.077,.429,8.5,16.7,12.6,5.4,2.4,7.2,19.9,9.5,125,102,1.7,2.0,3.7,.164,-0.1,5.6,5.4,2.0
75,Kelly Olynyk\olynyke01,2016-17,25,BOS,NBA,75,20.5,.603,6,1538,15.2,.378,.242,5.3,20.7,13.0,15.2,1.4,1.5,14.6,19.0,113,107,2.2,1.9,4.1,.127,0.1,0.5,0.7,1.0
76,Zaza Pachulia\pachuza01,2016-17,32,GSW,NBA,70,18.1,.588,70,1268,16.1,.007,.410,12.9,22.0,17.7,13.6,2.2,2.0,19.5,15.3,117,101,2.2,2.5,4.7,.177,-0.3,3.0,2.7,1.5
77,Chris Paul\paulch01,2016-17,31,LAC,NBA,61,31.5,.614,61,1921,26.2,.385,.331,2.5,14.9,8.8,46.8,3.1,0.3,14.0,24.4,126,106,8.0,2.6,10.6,.264,7.8,1.0,8.7,5.2
78,Jakob Poeltl\poeltja01,2016-17,21,TOR,NBA,54,11.6,.589,4,626,12.2,.000,.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,118,108,0.9,0.7,1.6,.125,-1.2,0.5,-0.7,0.2
79,Otto Porter\porteot01,2016-17,23,WAS,NBA,80,32.6,.628,80,2605,17.3,.425,.148,5.1,17.1,11.1,6.7,2.2,1.3,4.8,15.1,129,108,6.5,2.9,9.4,.173,3.0,0.9,3.9,3.9
80,Dwight Powell\poweldw01,2016-17,25,DAL,NBA,77,17.3,.588,3,1333,17.6,.196,.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,120,105,2.7,1.9,4.6,.165,-0.5,1.9,1.4,1.2
81,J.J. Redick\redicjj01,2016-17,32,LAC,NBA,78,28.2,.599,78,2198,14.8,.526,.227,0.6,7.9,4.3,7.8,1.3,0.5,9.1,21.9,113,112,3.3,1.5,4.8,.105,2.0,-2.0,0.0,1.1
82,Willie Reed\reedwi02,2016-17,26,MIA,NBA,71,14.5,.578,5,1031,17.1,.014,.309,13.7,22.0,17.8,3.9,0.9,3.6,8.7,15.3,122,105,2.1,1.5,3.6,.168,-1.3,0.7,-0.6,0.4
83,Jason Smith\smithja02,2016-17,30,WAS,NBA,74,14.4,.598,3,1068,13.6,.237,.155,6.8,20.4,13.6,5.0,1.0,4.3,14.2,16.7,110,108,1.0,1.3,2.3,.103,-2.0,0.6,-1.3,0.2
84,Tony Snell\snellto01,2016-17,25,MIL,NBA,80,29.2,.603,80,2336,9.7,.656,.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,114,113,2.1,1.3,3.4,.071,0.2,-1.1,-0.8,0.7
85,Marreese Speights\speigma01,2016-17,29,LAC,NBA,82,15.7,.584,2,1286,17.6,.505,.250,7.9,24.1,16.2,8.1,0.9,2.6,10.2,23.6,114,106,2.5,1.7,4.2,.156,1.5,-0.8,0.7,0.9
86,Jeff Teague\teaguje01,2016-17,28,IND,NBA,82,32.4,.574,82,2657,19.2,.277,.457,1.4,12.4,7.0,36.4,1.9,1.1,16.5,22.1,115,110,5.7,2.4,8.1,.146,2.4,-0.6,1.9,2.6
87,Jason Terry\terryja01,2016-17,39,MIL,NBA,74,18.4,.600,0,1365,9.0,.704,.119,1.3,7.7,4.5,9.9,1.7,1.3,12.3,9.8,116,112,1.2,0.9,2.1,.075,-0.5,-0.6,-1.1,0.3
88,Isaiah Thomas\thomais02,2016-17,27,BOS,NBA,76,33.8,.625,76,2569,26.5,.439,.441,1.9,7.0,4.4,32.6,1.4,0.4,10.7,34.0,122,112,10.9,1.6,12.6,.235,8.8,-3.3,5.5,4.8
89,Klay Thompson\thompkl01,2016-17,26,GSW,NBA,78,34.0,.592,78,2649,17.4,.470,.158,2.2,9.2,5.9,9.3,1.2,1.2,8.0,26.1,111,108,4.2,2.9,7.1,.128,2.4,-2.1,0.3,1.5
90,Tristan Thompson\thomptr01,2016-17,25,CLE,NBA,78,29.9,.594,78,2336,15.3,.007,.487,14.0,19.6,16.9,4.6,0.8,2.9,10.8,11.3,128,109,5.0,2.3,7.3,.150,0.0,1.5,1.5,2.1
91,Anthony Tolliver\tollian01,2016-17,31,SAC,NBA,65,22.7,.595,9,1477,11.1,.655,.234,4.0,14.5,9.3,7.7,1.1,1.2,12.6,13.6,113,113,1.5,0.8,2.3,.075,0.2,-0.8,-0.6,0.5
92,Karl-Anthony Towns\townska01,2016-17,21,MIN,NBA,82,37.0,.618,82,3030,26.0,.186,.289,11.2,27.8,19.4,13.2,1.0,2.9,11.3,27.5,121,110,9.9,2.8,12.7,.201,4.8,0.3,5.0,5.4
93,Myles Turner\turnemy01,2016-17,20,IND,NBA,81,31.4,.585,81,2541,18.5,.132,.349,6.2,19.5,13.0,6.6,1.5,6.0,9.5,19.5,115,105,4.3,3.7,8.0,.151,-0.3,2.7,2.4,2.8
94,Jonas Valanciunas\valanjo01,2016-17,24,TOR,NBA,80,25.8,.601,80,2066,20.1,.003,.309,12.4,29.1,20.8,4.4,0.9,2.6,11.7,19.5,120,105,4.9,3.0,7.9,.183,-0.5,-0.1,-0.6,0.7
95,Kemba Walker\walkeke02,2016-17,26,CHO,NBA,79,34.7,.569,79,2739,21.3,.415,.248,1.8,10.6,6.2,29.1,1.6,0.7,9.5,29.2,113,111,5.9,2.2,8.1,.142,5.3,-1.7,3.6,3.9
96,David West\westda01,2016-17,36,GSW,NBA,68,12.6,.571,0,854,16.6,.032,.222,6.4,18.8,13.0,24.1,2.4,4.4,22.0,17.9,109,100,0.9,1.7,2.6,.148,-1.7,3.9,2.2,0.9
97,Hassan Whiteside\whiteha01,2016-17,27,MIA,NBA,77,32.6,.579,77,2513,22.6,.000,.368,12.8,35.3,24.0,3.8,1.1,5.0,12.0,22.7,113,100,4.2,5.3,9.5,.181,-2.0,1.5,-0.5,0.9
98,Lou Williams\willilo02,2016-17,30,TOT,NBA,81,24.6,.593,1,1994,21.4,.447,.458,1.4,9.9,5.5,19.9,1.9,0.8,11.8,29.1,115,113,5.1,1.0,6.1,.147,3.7,-3.0,0.8,1.4
99,Nick Young\youngni01,2016-17,31,LAL,NBA,60,25.9,.588,60,1556,14.1,.665,.142,1.7,8.2,4.8,5.8,1.2,0.7,5.1,19.5,118,116,3.0,0.2,3.2,.098,2.6,-3.4,-0.7,0.5
100,Cody Zeller\zelleco01,2016-17,24,CHO,NBA,62,27.8,.604,58,1725,16.7,.002,.442,8.6,17.3,12.9,9.1,1.8,3.0,10.9,15.5,121,107,3.4,2.2,5.6,.157,-0.2,2.3,2.1,1.8
101,Larry Nance Jr.\nancela02,2016-17,24,LAL,NBA,63,22.9,.567,7,1442,15.8,.100,.222,8.8,19.6,14.0,9.7,2.8,2.3,12.4,13.4,117,109,2.1,1.5,3.5,.118,-0.3,2.3,2.0,1.5
102,Shabazz Muhammad\muhamsh01,2016-17,24,MIN,NBA,78,19.4,.566,1,1516,14.9,.244,.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,114,116,2.5,0.2,2.7,.086,-0.2,-4.3,-4.4,-0.9
103,Marco Belinelli\belinma01,2016-17,30,CHO,NBA,74,24.0,.566,0,1778,13.3,.460,.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,110,112,2.0,1.2,3.2,.088,0.1,-2.0,-1.9,0.1
104,Serge Ibaka\ibakase01,2016-17,27,TOT,NBA,79,30.7,.566,79,2422,16.4,.323,.127,5.7,19.0,12.2,5.2,0.8,4.2,9.2,20.9,109,109,2.5,2.6,5.1,.101,-0.5,0.1,-0.4,1.0
105,Wayne Ellington\ellinwa01,2016-17,29,MIA,NBA,62,24.2,.565,13,1500,12.6,.710,.077,1.3,8.6,4.9,7.1,1.2,0.2,5.0,17.9,114,111,2.1,1.2,3.3,.105,1.8,-1.9,-0.2,0.7
106,James Johnson\johnsja01,2016-17,29,MIA,NBA,76,27.4,.564,5,2085,17.0,.333,.280,3.5,16.6,9.9,20.9,1.8,3.2,16.5,22.0,107,105,1.9,3.2,5.1,.117,0.5,2.2,2.7,2.5
107,Willy Hernangomez\hernawi01,2016-17,22,NYK,NBA,72,18.4,.564,22,1324,18.9,.032,.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,111,108,1.8,1.6,3.4,.123,-0.6,0.6,0.0,0.7
108,Glenn Robinson\robingl02,2016-17,23,IND,NBA,69,20.7,.564,27,1426,11.5,.370,.225,4.5,14.6,9.6,4.7,1.4,1.2,9.1,12.8,112,110,1.3,1.2,2.5,.085,-1.2,-0.2,-1.4,0.2
109,Luke Babbitt\babbilu01,2016-17,27,MIA,NBA,68,15.7,.563,55,1065,8.4,.747,.053,1.3,13.5,7.4,4.8,1.0,0.8,8.0,13.0,110,109,0.8,1.0,1.8,.082,-1.0,-0.8,-1.8,0.1
110,Jabari Parker\parkeja01,2016-17,21,MIL,NBA,51,33.9,.563,50,1728,19.1,.219,.268,5.4,15.7,10.6,14.3,1.5,1.1,9.2,26.5,110,110,2.6,1.5,4.1,.113,1.5,-1.3,0.3,1.0
111,Eric Bledsoe\bledser01,2016-17,27,PHO,NBA,66,33.0,.563,66,2176,20.6,.300,.443,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,111,112,4.0,1.4,5.4,.119,3.7,-0.4,3.3,2.9
